cooalpha,codalpha,comcode,statreg,eligibility,use,perref,statvalue,netmass,suppunit
AD,AD,84717098,1,e1,u10,202201,11623,8,48.0
AD,AD,85235200,1,e1,u10,202201,21279,2,7.0
AD,AD,85309000,1,e1,u10,202201,21030,370,0.0
AD,ES,85235200,1,e1,u10,202201,152149,807,146821.0
AD,FR,85423310,1,e1,u10,202201,1233,1,0.0
AD,KR,85311030,1,e3,u11,202201,2346,22,16.0
AD,KR,90271010,1,e1,u10,202201,92821,999,471.0
AD,KR,90279000,1,e1,u10,202201,9066,101,0.0
AE,AE,1063100,1,e1,u10,202201,21005,141,32.0
AE,AE,4029910,1,e1,u11,202201,2386,515,0.0
AE,AE,7129090,1,e1,u11,202201,19656,3570,0.0
AE,AE,7132000,1,e1,u10,202201,17803,24000,0.0
AE,AE,7133100,1,e1,u10,202201,100006,99000,0.0
AE,AE,8029990,1,e1,u11,202201,918,107,0.0
AE,AE,8041000,1,e1,u11,202201,659289,467654,0.0
AE,AE,8134095,1,e1,u11,202201,11684,1200,0.0
AE,AE,9012100,1,e1,u11,202201,3722,674,0.0
AE,AE,9023000,1,e1,u10,202201,22806,1654,0.0
AE,AE,9024000,1,e1,u10,202201,76861,10794,0.0
AE,AE,9109190,1,e1,u10,202201,148357,30450,0.0
AE,AE,10063027,1,e1,u11,202201,212305,240000,0.0
AE,AE,12040090,1,e1,u10,202201,36843,43800,0.0
AE,AE,12119086,1,e1,u10,202201,2277,715,0.0
AE,AE,15180095,1,e1,u11,202201,15573,23520,0.0
AE,AE,18062095,1,e1,u11,202201,5622,2310,0.0
AE,AE,18063100,1,e1,u11,202201,22453,3450,0.0
AE,AE,19053211,1,e1,u11,202201,55440,12271,0.0
AE,AE,19059030,1,e1,u11,202201,49898,95968,0.0
AE,AE,20091200,2,e1,uzz,202201,6137,3760,0.0
AE,AE,20095090,2,e1,uzz,202201,313,1053,0.0
AE,AE,20097199,2,e1,uzz,202201,4834,4402,0.0
AE,AE,20098936,2,e1,uzz,202201,2120,2255,0.0
AE,AE,21069092,2,e1,uzz,202201,102630,6418,0.0
AE,AE,21069098,1,e1,u11,202201,59281,23795,0.0
AE,AE,22021000,1,e1,u11,202201,13527,50819,50819.0
AE,AE,22021000,2,e1,uzz,202201,4485,2148,19940.0
AE,AE,22029100,1,e1,u10,202201,19110,48000,48000.0
AE,AE,22029911,1,e1,u11,202201,2709,16620,16620.0
AE,AE,22083011,1,e1,u10,202201,17088,1544,1536.0
AE,AE,22084011,1,e1,u11,202201,1631,498,192.0
AE,AE,24031990,1,e1,u11,202201,1667,24,0.0
AE,AE,25162000,1,e1,u10,202201,87676,216000,0.0
AE,AE,27101921,1,e1,u10,202201,96488370,162295331,0.0
AE,AE,27101943,1,e1,u10,202201,28599368,58637269,0.0
AE,AE,27101981,1,e1,u11,202201,39175,23710,28300.0
AE,AE,27102090,1,e1,u11,202201,108998,70473,0.0
AE,AE,27129099,1,e1,u10,202201,12863,5914,0.0
AE,AE,28363000,1,e1,u11,202201,39923,21600,0.0
AE,AE,29071510,1,e1,u10,202201,32601,3000,0.0
AE,AE,29094100,1,e1,u11,202201,16555,11655,0.0
AE,AE,32099000,1,e1,u11,202201,2632,197,0.0
AE,AE,33011290,1,e1,u10,202201,2469,1,0.0
AE,AE,33012949,1,e1,u10,202201,121175,48,0.0
AE,AE,33012991,1,e1,u10,202201,4561,2097,0.0
AE,AE,33019090,1,e1,u10,202201,1294,15,0.0
AE,AE,33021090,1,e1,u10,202201,4059,1548,0.0
AE,AE,33029090,1,e1,u10,202201,12525,1047,0.0
AE,AE,33030010,1,e1,u10,202201,604962,50537,0.0
AE,AE,33030090,1,e1,u10,202201,139240,9693,0.0
AE,AE,33049900,1,e1,u10,202201,4584,173,0.0
AE,AE,33051000,1,e1,u10,202201,5003,883,0.0
AE,AE,33059000,1,e1,u10,202201,324088,58658,0.0
AE,AE,33061000,1,e1,u10,202201,100460,30856,0.0
AE,AE,33072000,1,e1,u11,202201,11426,1315,0.0
AE,AE,33074100,1,e1,u11,202201,9669,1246,0.0
AE,AE,33074900,1,e1,u11,202201,3275,2167,0.0
AE,AE,33079000,1,e1,u11,202201,124662,5590,0.0
AE,AE,34011100,1,e1,u10,202201,6523,1532,0.0
AE,AE,34029090,1,e1,u11,202201,951,40,0.0
AE,AE,35061000,1,e1,u11,202201,2479,320,0.0
AE,AE,36069090,1,e1,u10,202201,12186,8417,0.0
AE,AE,38089990,1,e1,u11,202201,29481,5970,0.0
AE,AE,38200000,1,e1,u10,202201,2287,716,0.0
AE,AE,38221900,1,e1,u10,202201,14102,16,0.0
AE,AE,38229000,1,e1,u10,202201,145992,487,0.0
AE,AE,39011010,1,e1,u11,202201,339549,282130,0.0
AE,AE,39011090,1,e1,u11,202201,139456,86400,0.0
AE,AE,39021000,1,e1,u11,202201,137389,102000,0.0
AE,AE,39029020,1,e1,u10,202201,100169,195000,0.0
AE,AE,39076900,1,e1,u11,202201,12154,53140,0.0
AE,AE,39079110,1,e1,u11,202201,42989,24900,0.0
AE,AE,39095090,1,e1,u11,202201,172422,50400,0.0
AE,AE,39123985,1,e1,u11,202201,8549,1051,0.0
AE,AE,39172310,1,e1,u11,202201,2269,1729,0.0
AE,AE,39172900,1,e1,u11,202201,90991,13962,0.0
AE,AE,39173200,1,e1,u11,202201,9123,7235,0.0
AE,AE,39173900,1,e1,u11,202201,100800,53200,0.0
AE,AE,39174000,1,e1,u11,202201,2421,137,0.0
AE,AE,39203000,1,e1,u11,202201,6454,2882,0.0
AE,AE,39204910,1,e1,u11,202201,36172,19531,0.0
AE,AE,39206290,1,e1,u11,202201,26908,26824,0.0
AE,AE,39211900,1,e1,u11,202201,42052,1088,0.0
AE,AE,39219090,1,e1,u11,202201,39347,18048,0.0
AE,AE,39229000,1,e1,u11,202201,57376,4350,0.0
AE,AE,39232100,1,e1,u11,202201,193032,313298,0.0
AE,AE,39232990,1,e1,u11,202201,85417,160880,0.0
AE,AE,39233090,1,e1,u11,202201,8775,4800,400.0
AE,AE,39235090,1,e1,u11,202201,1682,631,0.0
AE,AE,39235090,2,e1,uzz,202201,1011,11,0.0
AE,AE,39239000,1,e1,u11,202201,298261,149437,0.0
AE,AE,39241000,1,e1,u11,202201,22108,8214,0.0
AE,AE,39249000,1,e1,u11,202201,38192,6485,0.0
AE,AE,39251000,1,e1,u11,202201,24185,2787,0.0
AE,AE,39252000,1,e1,u11,202201,6016,660,60.0
AE,AE,39253000,1,e1,u11,202201,11488,1512,0.0
AE,AE,39259020,1,e1,u11,202201,76394,37907,0.0
AE,AE,39269050,1,e1,u11,202201,7547,302,0.0
AE,AE,39269097,1,e1,u11,202201,26730,8509,0.0
AE,AE,40028000,1,e1,u10,202201,27798,1833,0.0
AE,AE,40030000,1,e1,u10,202201,20380,13700,0.0
AE,AE,40081100,1,e1,u11,202201,2746,276,0.0
AE,AE,40092200,1,e1,u11,202201,2000,3108,0.0
AE,AE,40112090,1,e1,u11,202201,160036,25663,364.0
AE,AE,40122000,1,e1,u11,202201,14188,12680,1100.0
AE,AE,40169100,1,e1,u11,202201,53895,48900,0.0
AE,AE,40169300,1,e1,u11,202201,10511,100,0.0
AE,AE,42021990,1,e1,u11,202201,19145,3219,0.0
AE,AE,42022100,1,e1,u11,202201,6033,8,10.0
AE,AE,42029900,1,e1,u11,202201,12154,1718,0.0
AE,AE,44029000,1,e1,u10,202201,1373,316,0.0
AE,AE,44092999,1,e1,u10,202201,1357,350,0.0
AE,AE,44170000,1,e1,u10,202201,3420,111,0.0
AE,AE,44182190,1,e1,u10,202201,35462,2662,370.0
AE,AE,44182950,1,e1,u10,202201,2686,5690,170.0
AE,AE,44182980,1,e1,u10,202201,111531,9878,164.0
AE,AE,48030031,1,e1,u10,202201,60273,43248,0.0
AE,AE,48030039,1,e1,u10,202201,29067,21624,0.0
AE,AE,48114190,1,e1,u10,202201,6270,428,0.0
AE,AE,48171000,1,e1,u10,202201,19434,10334,0.0
AE,AE,48191000,1,e1,u10,202201,20436,15160,0.0
AE,AE,48192000,1,e1,u10,202201,40142,34892,0.0
AE,AE,48193000,1,e1,u10,202201,29539,19479,0.0
AE,AE,48194000,1,e1,u10,202201,637633,417296,0.0
AE,AE,48195000,1,e1,u10,202201,23427,12554,0.0
AE,AE,48195000,2,e1,u10,202201,1016,11,0.0
AE,AE,48202000,1,e1,u10,202201,1589,664,0.0
AE,AE,48203000,1,e1,u10,202201,6211,1375,0.0
AE,AE,48209000,1,e1,u10,202201,1398,399,0.0
AE,AE,48211090,1,e1,u10,202201,7139,1005,0.0
AE,AE,48219090,1,e1,u10,202201,2639,126,0.0
AE,AE,48236910,1,e1,u10,202201,189169,120854,0.0
AE,AE,48236990,1,e1,u10,202201,81382,19307,0.0
AE,AE,48239085,1,e1,u10,202201,11479,7490,0.0
AE,AE,49011000,1,e1,u10,202201,22912,2610,0.0
AE,AE,49019900,1,e1,u10,202201,1010973,384546,0.0
AE,AE,49090000,1,e1,u10,202201,1028,4,0.0
AE,AE,49111010,1,e1,u10,202201,17368,1499,0.0
AE,AE,49119900,1,e1,u10,202201,151204,8718,0.0
AE,AE,51113080,1,e1,u11,202201,24804,8196,48203.0
AE,AE,54049090,1,e1,u10,202201,239894,79000,0.0
AE,AE,55129990,1,e1,u11,202201,2243,126,1622.0
AE,AE,57019090,1,e1,u10,202201,865,1320,240.0
AE,AE,58071010,1,e1,u11,202201,2253,239,0.0
AE,AE,61034300,1,e1,u11,202201,9740,552,2192.0
AE,AE,61043200,1,e1,u11,202201,1162,92,200.0
AE,AE,61044200,1,e1,u11,202201,3082,111,379.0
AE,AE,61044300,1,e1,u11,202201,51286,1632,4672.0
AE,AE,61045300,1,e1,u11,202201,10388,324,1008.0
AE,AE,61046200,1,e1,u11,202201,3729,269,1074.0
AE,AE,61046300,1,e1,u11,202201,4462,172,903.0
AE,AE,61083900,1,e1,u11,202201,10097,283,1193.0
AE,AE,61091000,1,e1,u11,202201,4747,300,1331.0
AE,AE,61099020,1,e1,u11,202201,10721,548,2684.0
AE,AE,61099090,1,e1,u11,202201,10294,408,1793.0
AE,AE,61102091,1,e1,u11,202201,1819,95,265.0
AE,AE,61103091,1,e1,u11,202201,5709,226,826.0
AE,AE,61112090,1,e1,u11,202201,13176,472,0.0
AE,AE,61113090,1,e1,u11,202201,4280,91,0.0
AE,AE,62014010,1,e1,u11,202201,18753,472,2054.0
AE,AE,62024010,1,e1,u11,202201,2889,71,324.0
AE,AE,62034231,1,e1,u11,202201,12334,643,770.0
AE,AE,62034390,1,e1,u11,202201,30734,1599,2994.0
AE,AE,62043100,1,e1,u11,202201,60683,1529,2217.0
AE,AE,62044100,1,e1,u11,202201,48916,1455,2110.0
AE,AE,62044200,1,e1,u11,202201,13118,428,2145.0
AE,AE,62044300,1,e1,u11,202201,64404,1776,7190.0
AE,AE,62045100,1,e1,u11,202201,25620,1716,1184.0
AE,AE,62046185,1,e1,u11,202201,31803,2168,2018.0
AE,AE,62052000,1,e1,u11,202201,2202,82,125.0
AE,AE,62063000,1,e1,u11,202201,27019,846,3513.0
AE,AE,62064000,1,e1,u11,202201,142090,2518,17142.0
AE,AE,62092000,1,e1,u11,202201,5314,180,0.0
AE,AE,62093000,1,e1,u11,202201,4250,96,0.0
AE,AE,62104000,1,e1,u11,202201,1339,27,0.0
AE,AE,62105000,1,e1,u11,202201,35937,3663,0.0
AE,AE,62111100,1,e1,u11,202201,9642,202,1918.0
AE,AE,62114390,1,e1,u11,202201,13458,269,0.0
AE,AE,62144000,1,e1,u11,202201,4428,422,1.0
AE,AE,63011000,1,e1,u11,202201,3585,1676,300.0
AE,AE,63014090,1,e1,u11,202201,2928,260,1.0
AE,AE,63019090,1,e1,u11,202201,14302,2405,300.0
AE,AE,63023100,2,e1,uzz,202201,12683,227,0.0
AE,AE,63026000,2,e1,uzz,202201,3195,14,0.0
AE,AE,63039100,1,e1,u11,202201,62084,13049,10660.0
AE,AE,63039910,1,e1,u11,202201,3554,670,1.0
AE,AE,63039990,1,e1,u11,202201,52817,10973,8222.0
AE,AE,63049900,1,e1,u11,202201,1234,5,0.0
AE,AE,63051090,1,e1,u11,202201,1945,28,0.0
AE,AE,63079098,1,e1,u11,202201,35195,4818,0.0
AE,AE,63090000,1,e1,u11,202201,181352,30910,0.0
AE,AE,63101000,1,e1,u10,202201,51508,102461,0.0
AE,AE,64029996,1,e1,u11,202201,1030,1,1.0
AE,AE,64029998,1,e1,u11,202201,1000,40,100.0
AE,AE,64059090,1,e1,u11,202201,1253,20,1.0
AE,AE,65050090,1,e1,u11,202201,1491,142,0.0
AE,AE,68053000,1,e1,u10,202201,1560,212,0.0
AE,AE,68069000,1,e1,u10,202201,54115,20397,0.0
AE,AE,69049000,1,e1,u11,202201,1491,750,0.0
AE,AE,69072100,1,e1,u11,202201,336396,1018743,44640.0
AE,AE,69072200,1,e1,u11,202201,21992,66582,2939.0
AE,AE,69072300,1,e1,u11,202201,175490,949934,59777.0
AE,AE,69073000,1,e1,u11,202201,9233,4600,2400.0
AE,AE,69074000,1,e1,u11,202201,73938,192128,8100.0
AE,AE,69091900,1,e1,u11,202201,1966,11,0.0
AE,AE,69101000,1,e1,u11,202201,1413169,989638,0.0
AE,AE,69109000,1,e1,u11,202201,52925,24430,0.0
AE,AE,69111000,1,e1,u11,202201,4431,699,0.0
AE,AE,69119000,1,e1,u11,202201,15378,2919,0.0
AE,AE,69120021,1,e1,u11,202201,10820,1061,0.0
AE,AE,69139010,1,e1,u11,202201,3080,360,0.0
AE,AE,69139098,1,e1,u11,202201,905,45,0.0
AE,AE,70051080,1,e1,u10,202201,1189,150,7.0
AE,AE,70109043,1,e1,u10,202201,1118794,2038575,7698990.0
AE,AE,70109067,1,e1,u10,202201,2700,609,375000.0
AE,AE,70131000,1,e1,u11,202201,1580,35,35.0
AE,AE,70191200,1,e1,u11,202201,27870,21793,0.0
AE,AE,71023900,1,e1,u10,202201,55266,0,16.0
AE,AE,71039100,1,e1,u10,202201,118288,0,23.0
AE,AE,71129200,1,e1,u10,202201,22978,1475,0.0
AE,AE,71129900,1,e1,u10,202201,2946961,15349,0.0
AE,AE,71131100,1,e1,u11,202201,2270,1,500.0
AE,AE,71131900,1,e1,u11,202201,5385035,186,133818.0
AE,AE,71131900,2,e1,uzz,202201,2003606,6257,46041.0
AE,AE,71131900,3,e1,u11,202201,5056355,184,182240.0
AE,AE,71132000,1,e1,u11,202201,11399,5,0.0
AE,AE,71171100,1,e1,u11,202201,1184,1,0.0
AE,AE,71179000,1,e1,u11,202201,22429,7,0.0
AE,AE,72042110,1,e1,u10,202201,75471,38020,0.0
AE,AE,72107080,1,e1,u10,202201,252325,194998,0.0
AE,AE,72169900,1,e1,u10,202201,348712,107762,0.0
AE,AE,72172090,1,e1,u10,202201,60485,50246,0.0
AE,AE,72224010,1,e1,u10,202201,1456,22,0.0
AE,AE,73044100,1,e1,u10,202201,2149,40,0.0
AE,AE,73049000,1,e1,u10,202201,5554,255,0.0
AE,AE,73063080,1,e1,u10,202201,72130,77426,0.0
AE,AE,73066110,1,e1,u10,202201,190454,204126,0.0
AE,AE,73066199,1,e1,u10,202201,18527,17558,0.0
AE,AE,73069000,1,e1,u10,202201,721639,671819,0.0
AE,AE,73079290,1,e1,u10,202201,1769,78,0.0
AE,AE,73079910,1,e1,u10,202201,24576,1200,0.0
AE,AE,73079980,1,e1,u10,202201,6717,167,0.0
AE,AE,73081000,1,e1,u10,202201,34464,25000,0.0
AE,AE,73082000,1,e1,u10,202201,1038,20,0.0
AE,AE,73083000,1,e1,u10,202201,14916,640,5.0
AE,AE,73084000,1,e1,u10,202201,4109840,3451281,0.0
AE,AE,73089098,1,e1,u10,202201,209123,97559,0.0
AE,AE,73110011,1,e1,u11,202201,3935,42,5.0
AE,AE,73121081,1,e1,u10,202201,6585,4280,0.0
AE,AE,73121083,1,e1,u10,202201,73928,39136,0.0
AE,AE,73121085,1,e1,u10,202201,36331,22300,0.0
AE,AE,73143100,1,e1,u10,202201,247782,151309,0.0
AE,AE,73144900,1,e1,u10,202201,78503,50336,0.0
AE,AE,73181558,1,e1,u10,202201,23240,22498,0.0
AE,AE,73181595,1,e1,u10,202201,24714,22491,0.0
AE,AE,73182900,1,e1,u10,202201,4019,572,0.0
AE,AE,73209090,1,e1,u10,202201,2350,63,0.0
AE,AE,73231000,1,e1,u10,202201,2628,357,0.0
AE,AE,73259990,1,e1,u10,202201,17268,2138,0.0
AE,AE,73269098,1,e1,u11,202201,45342,735,0.0
AE,AE,74121000,1,e1,u10,202201,102443,9112,0.0
AE,AE,74122000,1,e1,u10,202201,21193,2124,0.0
AE,AE,74153300,1,e1,u10,202201,1767,195,0.0
AE,AE,74198090,1,e1,u10,202201,8221,705,0.0
AE,AE,75089000,1,e1,u10,202201,2775,1,0.0
AE,AE,76011000,2,e1,uzz,202201,5317275,2201203,0.0
AE,AE,76012020,2,e1,uzz,202201,1090083,471517,0.0
AE,AE,76012080,1,e1,u11,202201,2367689,887465,0.0
AE,AE,76020090,1,e1,u10,202201,45555,22741,0.0
AE,AE,76069100,1,e1,u11,202201,109164,23092,0.0
AE,AE,76071990,1,e1,u11,202201,12467,4717,0.0
AE,AE,76082020,1,e1,u11,202201,8652,667,0.0
AE,AE,76082081,1,e1,u11,202201,37827,11375,0.0
AE,AE,76129030,1,e1,u11,202201,15661,23733,0.0
AE,AE,76129080,1,e1,u11,202201,93144,14238,0.0
AE,AE,76151030,1,e1,u11,202201,167614,74414,0.0
AE,AE,76151080,2,e1,uzz,202201,1524,11,0.0
AE,AE,76169100,1,e1,u11,202201,2372,336,0.0
AE,AE,76169990,1,e1,u11,202201,16637,2850,0.0
AE,AE,82079099,1,e1,u10,202201,2196,41,0.0
AE,AE,82089000,1,e1,u10,202201,1556,1,0.0
AE,AE,83011000,1,e1,u10,202201,1372,229,0.0
AE,AE,83014090,2,e1,u10,202201,88263,628,0.0
AE,AE,83017000,2,e1,u10,202201,1030,1,0.0
AE,AE,83024110,1,e1,u10,202201,1734,10,0.0
AE,AE,83052000,1,e1,u11,202201,1132,349,0.0
AE,AE,83062900,1,e1,u10,202201,1321,271,0.0
AE,AE,83111000,1,e1,u10,202201,25064,7168,0.0
AE,AE,84079090,1,e1,u11,202201,3584,198,2.0
AE,AE,84099100,1,e1,u11,202201,6180,20000,0.0
AE,AE,84099900,1,e1,u11,202201,1161,38,0.0
AE,AE,84119100,1,e1,u10,202201,1663,1,0.0
AE,AE,84119900,1,e1,u10,202201,30080,37873,0.0
AE,AE,84119900,2,e1,u10,202201,50644,162,0.0
AE,AE,84122120,2,e1,uzz,202201,8973,7,0.0
AE,AE,84122981,2,e1,uzz,202201,55694,28,0.0
AE,AE,84129040,1,e1,u10,202201,5037,576,0.0
AE,AE,84129080,1,e1,u10,202201,6045,28,0.0
AE,AE,84132000,1,e1,u10,202201,126614,9621,188.0
AE,AE,84136020,1,e1,u10,202201,4250,95,0.0
AE,AE,84148059,1,e1,u11,202201,168062,19236,768.0
AE,AE,84148078,1,e1,u11,202201,46717,12900,2.0
AE,AE,84159000,1,e1,u11,202201,17058,1506,0.0
AE,AE,84189910,1,e1,u10,202201,32988,3642,0.0
AE,AE,84195020,1,e1,u10,202201,2550,189,0.0
AE,AE,84195080,1,e1,u10,202201,89319,9051,0.0
AE,AE,84199085,1,e1,u10,202201,7257,538,0.0
AE,AE,84213915,1,e1,u10,202201,8272,538,0.0
AE,AE,84219990,1,e1,u10,202201,4804,312,0.0
AE,AE,84239010,1,e1,u10,202201,1292,983,0.0
AE,AE,84248970,1,e1,u10,202201,4674,166,0.0
AE,AE,84254200,1,e1,u10,202201,5405,286,22.0
AE,AE,84283920,1,e1,u10,202201,22561,8830,0.0
AE,AE,84314300,1,e1,u10,202201,33876,496,0.0
AE,AE,84314300,2,e1,u10,202201,2030,5,0.0
AE,AE,84314980,1,e1,u10,202201,1324,16,0.0
AE,AE,84431970,1,e1,u10,202201,4408,70,1.0
AE,AE,84439990,1,e1,u10,202201,3310,981,0.0
AE,AE,84609000,1,e1,u10,202201,1300,24,2.0
AE,AE,84678900,1,e1,u10,202201,8558,295,0.0
AE,AE,84679900,1,e1,u10,202201,6586,121,0.0
AE,AE,84713000,1,e1,u10,202201,223977,1304,820.0
AE,AE,84716060,1,e1,u10,202201,1616,30,200.0
AE,AE,84716070,1,e1,u10,202201,1806,100,340.0
AE,AE,84717098,1,e1,u10,202201,3572,20,5.0
AE,AE,84719000,1,e1,u10,202201,22908,31,456.0
AE,AE,84733080,1,e1,u10,202201,8162,131,0.0
AE,AE,84735080,1,e1,u10,202201,6450,4,0.0
AE,AE,84749010,1,e1,u10,202201,48362,23285,0.0
AE,AE,84798997,1,e1,u10,202201,40968,1783,0.0
AE,AE,84799070,1,e1,u10,202201,42534,759,0.0
AE,AE,84818099,1,e1,u11,202201,12266,362,0.0
AE,AE,84819000,1,e1,u11,202201,11858,2370,0.0
AE,AE,84836080,1,e1,u10,202201,18492,754,0.0
AE,AE,84841000,1,e1,u10,202201,31265,350,0.0
AE,AE,84879090,1,e1,u10,202201,3714,1800,0.0
AE,AE,85016400,1,e1,u10,202201,9971,1,1.0
AE,AE,85030099,1,e1,u11,202201,5344,412,0.0
AE,AE,85042100,1,e1,u10,202201,88318,19375,9.0
AE,AE,85042210,1,e1,u10,202201,217861,54600,12.0
AE,AE,85042290,1,e1,u10,202201,97971,24800,4.0
AE,AE,85044090,1,e1,u10,202201,1585,358,0.0
AE,AE,85045000,1,e1,u10,202201,9101,248,0.0
AE,AE,85072020,1,e1,u11,202201,71016,37289,1188.0
AE,AE,85072080,1,e1,u11,202201,135321,56331,14107.0
AE,AE,85098000,1,e1,u11,202201,1044,17,0.0
AE,AE,85171300,1,e1,u10,202201,1873592,5903,12437.0
AE,AE,85171400,1,e1,u10,202201,63873,332,830.0
AE,AE,85171800,1,e1,u10,202201,302521,725,0.0
AE,AE,85176200,1,e1,u10,202201,1171802,5248,0.0
AE,AE,85176990,1,e1,u10,202201,2380,99,0.0
AE,AE,85177900,1,e1,u10,202201,547325,1474,0.0
AE,AE,85182100,1,e1,u10,202201,9689,270,797.0
AE,AE,85183000,1,e1,u10,202201,1066,10,0.0
AE,AE,85234990,1,e1,u10,202201,10378,123,1035.0
AE,AE,85235200,1,e1,u10,202201,26591,179,31942.0
AE,AE,85235990,1,e1,u10,202201,915,1,20.0
AE,AE,85258900,1,e1,u10,202201,16593,50,424.0
AE,AE,85285900,1,e1,u11,202201,2587,318,3.0
AE,AE,85287115,1,e1,u10,202201,27254,1955,46.0
AE,AE,85287220,1,e1,u11,202201,5000,1190,62.0
AE,AE,85287230,1,e1,u11,202201,43000,7513,325.0
AE,AE,85311095,1,e1,u11,202201,2337,141,10869.0
AE,AE,85312095,1,e1,u10,202201,1679,16,0.0
AE,AE,85318040,1,e1,u11,202201,1428,17,0.0
AE,AE,85352100,1,e1,u11,202201,618814,79773,0.0
AE,AE,85353010,1,e1,u11,202201,139443,18222,0.0
AE,AE,85359000,1,e1,u11,202201,11620,6680,0.0
AE,AE,85365080,1,e1,u10,202201,47933,7533,0.0
AE,AE,85367000,1,e1,u11,202201,4675,1375,0.0
AE,AE,85369001,1,e1,u10,202201,119176,12983,0.0
AE,AE,85369010,1,e1,u10,202201,5796,750,0.0
AE,AE,85371010,1,e1,u11,202201,143132,13088,0.0
AE,AE,85371091,1,e1,u11,202201,20668,49,0.0
AE,AE,85371098,1,e1,u11,202201,84317,30010,0.0
AE,AE,85381000,1,e1,u10,202201,1779,230,0.0
AE,AE,85389099,1,e1,u10,202201,12580,1584,0.0
AE,AE,85392998,1,e1,u10,202201,1604,4,1.0
AE,AE,85395200,1,e1,u10,202201,72981,1940,162180.0
AE,AE,85412900,1,e1,u10,202201,1890,5,0.0
AE,AE,85437090,1,e1,u11,202201,4317,39,0.0
AE,AE,85441900,1,e1,u11,202201,7666,81,0.0
AE,AE,85443000,1,e1,u10,202201,86381,2048,4098.0
AE,AE,85443000,1,e1,u11,202201,713081,17331,0.0
AE,AE,85444210,1,e1,u10,202201,1628895,306304,0.0
AE,AE,85446010,1,e1,u11,202201,54308,10545,0.0
AE,AE,85447000,1,e1,u10,202201,15174,136,0.0
AE,AE,85479000,1,e1,u10,202201,4208,2839,0.0
AE,AE,86079190,1,e1,u10,202201,26550,1975,0.0
AE,AE,87032290,1,e1,u11,202201,65516,1795,1.0
AE,AE,87032390,1,e1,u11,202201,123715,56292,31.0
AE,AE,87032490,1,e1,u11,202201,43916,9355,4.0
AE,AE,87033390,1,e1,u11,202201,30353,4800,2.0
AE,AE,87081090,1,e1,u11,202201,4520,183,0.0
AE,AE,87082990,1,e1,u11,202201,274801,36936,0.0
AE,AE,87084050,1,e1,u11,202201,15451,28500,0.0
AE,AE,87088099,1,e1,u11,202201,67762,15471,0.0
AE,AE,87089135,1,e1,u11,202201,77649,6342,0.0
AE,AE,87089199,1,e1,u11,202201,20051,1540,0.0
AE,AE,87089291,1,e1,u11,202201,8265,316,0.0
AE,AE,87089997,1,e1,u11,202201,414407,125758,0.0
AE,AE,87113010,1,e1,u11,202201,9000,360,1.0
AE,AE,87114000,1,e1,u11,202201,5458,710,1.0
AE,AE,87115000,1,e1,u11,202201,42360,2023,5.0
AE,AE,87119000,1,e1,u11,202201,33404,1112,4.0
AE,AE,87120030,1,e1,u11,202201,12000,1142,36.0
AE,AE,87169030,1,e1,u10,202201,26789,6406,0.0
AE,AE,88073000,1,e1,u10,202201,94417,196,0.0
AE,AE,89031900,1,e1,u10,202201,133331,2400,1.0
AE,AE,90159000,1,e1,u10,202201,8162,2399,0.0
AE,AE,90189020,2,e1,u10,202201,20383,5,0.0
AE,AE,90222900,1,e1,u10,202201,19555,13,0.0
AE,AE,90261081,1,e1,u10,202201,4806,127,1.0
AE,AE,90275000,1,e1,u10,202201,4878,9,0.0
AE,AE,90278990,1,e1,u10,202201,5407,35,0.0
AE,AE,90279000,1,e1,u10,202201,1447,6,0.0
AE,AE,90279000,2,e1,u10,202201,17626,115,0.0
AE,AE,90282000,1,e1,u10,202201,944,13,1.0
AE,AE,90319000,1,e1,u10,202201,2344,1,0.0
AE,AE,90329000,1,e1,u11,202201,1892,17,0.0
AE,AE,91019900,1,e1,u11,202201,930,1,1.0
AE,AE,91021100,2,e1,uzz,202201,193665,0,2.0
AE,AE,91022100,2,e1,uzz,202201,308616,0,1.0
AE,AE,91029900,1,e1,u11,202201,10300,3,5.0
AE,AE,92029080,1,e1,u11,202201,2407,422,2.0
AE,AE,92079090,1,e1,u11,202201,4185,712,0.0
AE,AE,94013900,1,e1,u10,202201,1651,3200,0.0
AE,AE,94016100,1,e1,u10,202201,15650,52000,0.0
AE,AE,94018000,1,e1,u10,202201,5569,850,0.0
AE,AE,94019910,1,e1,u10,202201,158025,1379,0.0
AE,AE,94019910,2,e1,u10,202201,89532,845,0.0
AE,AE,94032080,1,e1,u10,202201,9388,4057,0.0
AE,AE,94033099,1,e1,u10,202201,3040,197,0.0
AE,AE,94034090,1,e1,u11,202201,6031,1058,0.0
AE,AE,94035000,1,e1,u10,202201,124182,14983,0.0
AE,AE,94036010,1,e1,u10,202201,1237988,162378,0.0
AE,AE,94036090,1,e1,u10,202201,179212,57690,0.0
AE,AE,94037000,1,e1,u10,202201,1920,124,0.0
AE,AE,94039100,1,e1,u11,202201,1002,1121,0.0
AE,AE,94039990,1,e1,u11,202201,5569,350,0.0
AE,AE,94042190,2,e1,uzz,202201,2124,14,0.0
AE,AE,94042990,2,e1,uzz,202201,10730,503,0.0
AE,AE,94049090,1,e1,u11,202201,2853,586,0.0
AE,AE,94051990,1,e1,u11,202201,181988,24021,0.0
AE,AE,94052990,1,e1,u11,202201,4862,923,0.0
