cooalpha,codalpha,comcode,year,imports_total,imports_ex_special,eligibility_mfn,eligibility_gsp,eligibility_fta,eligibility_combined_pref,eligibility_unknown,eligibility_pref_mfn_0,eligibility_pref_unknown,use_mfn_0,use_mfn_non_0,use_gsp_0,use_gsp_non_0,use_fta_0,use_fta_non_0,use_unknown,eligibility_pref,use_pref,pur_pct
AE,AE,72169180,2024,110828,110828,110828,0,0,0,0,0,0,110828,0,0,0,0,0,0,0,0,
AE,AE,72169180,2025,43290,43290,43290,0,0,0,0,0,0,43290,0,0,0,0,0,0,0,0,
AE,AE,72169900,2022,1969064,1969064,1969064,0,0,0,0,0,0,1969064,0,0,0,0,0,0,0,0,
AE,AE,72169900,2023,169493,169493,169493,0,0,0,0,0,0,169493,0,0,0,0,0,0,0,0,
AE,AE,72169900,2024,1337992,1337992,1337992,0,0,0,0,0,0,1337992,0,0,0,0,0,0,0,0,
AE,AE,72169900,2025,1466251,1466251,1466251,0,0,0,0,0,0,1466251,0,0,0,0,0,0,0,0,
AE,AE,72169900,2026,461313,461313,461313,0,0,0,0,0,0,461313,0,0,0,0,0,0,0,0,
AE,AE,72171039,2022,10217,10217,10217,0,0,0,0,0,0,10217,0,0,0,0,0,0,0,0,
AE,AE,72171090,2024,3467,3467,3467,0,0,0,0,0,0,3467,0,0,0,0,0,0,0,0,
AE,AE,72172010,2022,24384,24384,24384,0,0,0,0,0,0,24384,0,0,0,0,0,0,0,0,
AE,AE,72172030,2022,1027381,1027381,1027381,0,0,0,0,0,0,1027381,0,0,0,0,0,0,0,0,
AE,AE,72172030,2023,1029373,1029373,1029373,0,0,0,0,0,0,1029373,0,0,0,0,0,0,0,0,
AE,AE,72172030,2024,737188,737188,737188,0,0,0,0,0,0,737188,0,0,0,0,0,0,0,0,
AE,AE,72172030,2025,1022837,1022837,1022837,0,0,0,0,0,0,1022837,0,0,0,0,0,0,0,0,
AE,AE,72172030,2026,526435,526435,526435,0,0,0,0,0,0,526435,0,0,0,0,0,0,0,0,
AE,AE,72172090,2022,151563,151563,151563,0,0,0,0,0,0,151563,0,0,0,0,0,0,0,0,
AE,AE,72172090,2023,19216,19216,19216,0,0,0,0,0,0,19216,0,0,0,0,0,0,0,0,
AE,AE,72172090,2024,20797,20797,20797,0,0,0,0,0,0,20797,0,0,0,0,0,0,0,0,
AE,AE,72172090,2025,223909,223909,223909,0,0,0,0,0,0,223909,0,0,0,0,0,0,0,0,
AE,AE,72172090,2026,62764,62764,62764,0,0,0,0,0,0,62764,0,0,0,0,0,0,0,0,
AE,AE,72179090,2022,216314,216314,216314,0,0,0,0,0,0,216314,0,0,0,0,0,0,0,0,
AE,AE,72179090,2023,6693,6693,6693,0,0,0,0,0,0,6693,0,0,0,0,0,0,0,0,
AE,AE,72189980,2025,1214,1214,1214,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,
AE,AE,72192210,2025,5306,5306,5306,0,0,0,0,0,0,5306,0,0,0,0,0,0,0,0,
AE,AE,72193210,2022,193887,193887,193887,0,0,0,0,0,0,193887,0,0,0,0,0,0,0,0,
AE,AE,72193310,2022,128511,128511,128511,0,0,0,0,0,0,128511,0,0,0,0,0,0,0,0,
AE,AE,72193390,2025,2558,2558,2558,0,0,0,0,0,0,2558,0,0,0,0,0,0,0,0,
AE,AE,72199080,2025,3527,3527,3527,0,0,0,0,0,0,3527,0,0,0,0,0,0,0,0,
AE,AE,72201100,2025,2452,2452,2452,0,0,0,0,0,0,2452,0,0,0,0,0,0,0,0,
AE,AE,72222011,2025,2455,2455,2455,0,0,0,0,0,0,2455,0,0,0,0,0,0,0,0,
AE,AE,72222089,2022,5906,5906,5906,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,0,
AE,AE,72224010,2022,3528,3528,3528,0,0,0,0,0,0,3528,0,0,0,0,0,0,0,0,
AE,AE,72224090,2024,1412,1412,1412,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,
AE,AE,72224090,2025,5378,5378,5378,0,0,0,0,0,0,5378,0,0,0,0,0,0,0,0,
AE,AE,72230011,2022,148870,148870,148870,0,0,0,0,0,0,148870,0,0,0,0,0,0,0,0,
AE,AE,72230019,2022,76225,76225,76225,0,0,0,0,0,0,76225,0,0,0,0,0,0,0,0,
AE,AE,72230019,2024,3388,3388,3388,0,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,
AE,AE,72230091,2024,6269,6269,6269,0,0,0,0,0,0,6269,0,0,0,0,0,0,0,0,
AE,AE,72230099,2024,1534,1534,1534,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,0,
AE,AE,72230099,2025,1235,1235,1235,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,
AE,AE,72249007,2024,3217,3217,3217,0,0,0,0,0,0,3217,0,0,0,0,0,0,0,0,
AE,AE,72254060,2023,2340,2340,2340,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,
AE,AE,72259900,2025,6264,6264,6264,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,
AE,AE,72261980,2022,44835,44835,44835,0,0,0,0,0,0,44835,0,0,0,0,0,0,0,0,
AE,AE,72281090,2022,1512,1512,1512,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,
AE,AE,72283020,2022,4944,4944,4944,0,0,0,0,0,0,4944,0,0,0,0,0,0,0,0,
AE,AE,72283020,2023,1165,1165,1165,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,
AE,AE,72283020,2026,28439,28439,28439,0,0,0,0,0,0,28439,0,0,0,0,0,0,0,0,
AE,AE,72283061,2024,3261,3261,3261,0,0,0,0,0,0,3261,0,0,0,0,0,0,0,0,
AE,AE,72283089,2022,3638,3638,3638,0,0,0,0,0,0,3638,0,0,0,0,0,0,0,0,
AE,AE,72284010,2022,13798,13798,13798,0,0,0,0,0,0,13798,0,0,0,0,0,0,0,0,
AE,AE,72284090,2022,5941,5941,5941,0,0,0,0,0,0,5941,0,0,0,0,0,0,0,0,
AE,AE,72284090,2023,7240,7240,7240,0,0,0,0,0,0,7240,0,0,0,0,0,0,0,0,
AE,AE,72284090,2024,14540,14540,14540,0,0,0,0,0,0,14540,0,0,0,0,0,0,0,0,
AE,AE,72284090,2025,1148,1148,1148,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,
AE,AE,72285080,2024,1934,1934,1934,0,0,0,0,0,0,1934,0,0,0,0,0,0,0,0,
AE,AE,72287010,2022,280367,280367,280367,0,0,0,0,0,0,280367,0,0,0,0,0,0,0,0,
AE,AE,72288000,2023,1020,1020,1020,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,
AE,AE,72292000,2024,21246,21246,21246,0,0,0,0,0,0,21246,0,0,0,0,0,0,0,0,
AE,AE,72292000,2025,14275,14275,14275,0,0,0,0,0,0,14275,0,0,0,0,0,0,0,0,
AE,AE,73011000,2022,26717931,26717931,26717931,0,0,0,0,0,0,26717931,0,0,0,0,0,0,0,0,
AE,AE,73011000,2023,13348699,13348699,13348699,0,0,0,0,0,0,13348699,0,0,0,0,0,0,0,0,
AE,AE,73011000,2024,9280150,9280150,9280150,0,0,0,0,0,0,9280150,0,0,0,0,0,0,0,0,
AE,AE,73011000,2025,12486456,12486456,12486456,0,0,0,0,0,0,12486456,0,0,0,0,0,0,0,0,
AE,AE,73012000,2022,4805,4805,4805,0,0,0,0,0,0,4805,0,0,0,0,0,0,0,0,
AE,AE,73012000,2023,20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AE,AE,73012000,2024,71066,71066,71066,0,0,0,0,0,0,71066,0,0,0,0,0,0,0,0,
AE,AE,73012000,2025,3470,2004,2004,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,
AE,AE,73029000,2022,17926,17926,17926,0,0,0,0,0,0,17926,0,0,0,0,0,0,0,0,
AE,AE,73029000,2023,9367,9367,9367,0,0,0,0,0,0,9367,0,0,0,0,0,0,0,0,
AE,AE,73029000,2024,2683,2683,2683,0,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,
AE,AE,73029000,2025,2253,2253,2253,0,0,0,0,0,0,2253,0,0,0,0,0,0,0,0,
AE,AE,73030090,2026,156784,156784,156784,0,0,0,0,0,0,156784,0,0,0,0,0,0,0,0,
AE,AE,73041100,2022,1047,1047,1047,0,0,0,0,0,0,1047,0,0,0,0,0,0,0,0,
AE,AE,73041100,2023,3604,3604,3604,0,0,0,0,0,0,3604,0,0,0,0,0,0,0,0,
AE,AE,73041100,2024,20159,20159,20159,0,0,0,0,0,0,20159,0,0,0,0,0,0,0,0,
AE,AE,73041910,2022,184160,184160,184160,0,0,0,0,0,0,184160,0,0,0,0,0,0,0,0,
AE,AE,73041910,2023,31355,31355,31355,0,0,0,0,0,0,31355,0,0,0,0,0,0,0,0,
AE,AE,73041910,2024,64899,64899,64899,0,0,0,0,0,0,64899,0,0,0,0,0,0,0,0,
AE,AE,73041910,2025,166622,166622,166622,0,0,0,0,0,0,166622,0,0,0,0,0,0,0,0,
AE,AE,73041930,2024,796276,796276,796276,0,0,0,0,0,0,796276,0,0,0,0,0,0,0,0,
AE,AE,73041930,2025,143818,143818,143818,0,0,0,0,0,0,143818,0,0,0,0,0,0,0,0,
AE,AE,73041930,2026,125161,125161,125161,0,0,0,0,0,0,125161,0,0,0,0,0,0,0,0,
AE,AE,73041990,2023,12821,12821,12821,0,0,0,0,0,0,12821,0,0,0,0,0,0,0,0,
AE,AE,73041990,2025,39629,39629,39629,0,0,0,0,0,0,39629,0,0,0,0,0,0,0,0,
AE,AE,73042300,2025,150546,150546,150546,0,0,0,0,0,0,150546,0,0,0,0,0,0,0,0,
AE,AE,73042400,2023,5105,5105,5105,0,0,0,0,0,0,5105,0,0,0,0,0,0,0,0,
AE,AE,73042910,2024,201492,201492,201492,0,0,0,0,0,0,201492,0,0,0,0,0,0,0,0,
AE,AE,73042910,2025,60370,60370,60370,0,0,0,0,0,0,60370,0,0,0,0,0,0,0,0,
AE,AE,73042930,2023,187880,187880,187880,0,0,0,0,0,0,187880,0,0,0,0,0,0,0,0,
AE,AE,73042930,2025,28519,28519,28519,0,0,0,0,0,0,28519,0,0,0,0,0,0,0,0,
AE,AE,73042990,2022,4132,4132,4132,0,0,0,0,0,0,4132,0,0,0,0,0,0,0,0,
AE,AE,73042990,2023,980,980,980,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,
AE,AE,73043180,2022,90013,90013,90013,0,0,0,0,0,0,90013,0,0,0,0,0,0,0,0,
AE,AE,73043180,2023,319249,319249,319249,0,0,0,0,0,0,319249,0,0,0,0,0,0,0,0,
AE,AE,73043983,2025,1019,1019,1019,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,
AE,AE,73044100,2022,2149,2149,2149,0,0,0,0,0,0,2149,0,0,0,0,0,0,0,0,
AE,AE,73044100,2024,16578,16578,16578,0,0,0,0,0,0,16578,0,0,0,0,0,0,0,0,
AE,AE,73044100,2025,3058,3058,3058,0,0,0,0,0,0,3058,0,0,0,0,0,0,0,0,
AE,AE,73045189,2022,15601,15601,15601,0,0,0,0,0,0,15601,0,0,0,0,0,0,0,0,
AE,AE,73045982,2023,19988,19988,19988,0,0,0,0,0,0,19988,0,0,0,0,0,0,0,0,
AE,AE,73045982,2024,30825,30825,30825,0,0,0,0,0,0,30825,0,0,0,0,0,0,0,0,
AE,AE,73045982,2025,11557,11557,11557,0,0,0,0,0,0,11557,0,0,0,0,0,0,0,0,
AE,AE,73045983,2023,24260,24260,24260,0,0,0,0,0,0,24260,0,0,0,0,0,0,0,0,
AE,AE,73045983,2024,88576,88576,88576,0,0,0,0,0,0,88576,0,0,0,0,0,0,0,0,
AE,AE,73049000,2022,32533,32533,32533,0,0,0,0,0,0,32533,0,0,0,0,0,0,0,0,
AE,AE,73049000,2023,28402,28402,28402,0,0,0,0,0,0,28402,0,0,0,0,0,0,0,0,
AE,AE,73049000,2024,103831,103831,103831,0,0,0,0,0,0,103831,0,0,0,0,0,0,0,0,
AE,AE,73049000,2025,76597,76597,76597,0,0,0,0,0,0,76597,0,0,0,0,0,0,0,0,
AE,AE,73051100,2022,2214,2214,2214,0,0,0,0,0,0,2214,0,0,0,0,0,0,0,0,
AE,AE,73051100,2025,148,148,148,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,
AE,AE,73051900,2025,160366,160366,160366,0,0,0,0,0,0,160366,0,0,0,0,0,0,0,0,
AE,AE,73053100,2024,10338,10338,10338,0,0,0,0,0,0,10338,0,0,0,0,0,0,0,0,
AE,AE,73061900,2023,78078,78078,78078,0,0,0,0,0,0,78078,0,0,0,0,0,0,0,0,
AE,AE,73061900,2024,3523172,3523172,3523172,0,0,0,0,0,0,3523172,0,0,0,0,0,0,0,0,
AE,AE,73062900,2022,83176,83176,83176,0,0,0,0,0,0,83176,0,0,0,0,0,0,0,0,
AE,AE,73062900,2023,1761,1761,1761,0,0,0,0,0,0,1761,0,0,0,0,0,0,0,0,
AE,AE,73062900,2024,4814,4814,4814,0,0,0,0,0,0,4814,0,0,0,0,0,0,0,0,
AE,AE,73062900,2025,4929,4929,4929,0,0,0,0,0,0,4929,0,0,0,0,0,0,0,0,
AE,AE,73063012,2023,177598,177598,177598,0,0,0,0,0,0,177598,0,0,0,0,0,0,0,0,
AE,AE,73063018,2024,21584,21584,21584,0,0,0,0,0,0,21584,0,0,0,0,0,0,0,0,
AE,AE,73063018,2025,30243,30243,30243,0,0,0,0,0,0,30243,0,0,0,0,0,0,0,0,
AE,AE,73063041,2022,1103950,1103950,1103950,0,0,0,0,0,0,1103950,0,0,0,0,0,0,0,0,
AE,AE,73063041,2023,1340287,1340287,1340287,0,0,0,0,0,0,1340287,0,0,0,0,0,0,0,0,
AE,AE,73063041,2024,66717,66717,66717,0,0,0,0,0,0,66717,0,0,0,0,0,0,0,0,
AE,AE,73063041,2025,1453332,1453332,1453332,0,0,0,0,0,0,1453332,0,0,0,0,0,0,0,0,
AE,AE,73063041,2026,287352,287352,287352,0,0,0,0,0,0,287352,0,0,0,0,0,0,0,0,
AE,AE,73063049,2022,3184479,3184479,3184479,0,0,0,0,0,0,3184479,0,0,0,0,0,0,0,0,
AE,AE,73063049,2023,591535,591535,591535,0,0,0,0,0,0,591535,0,0,0,0,0,0,0,0,
AE,AE,73063049,2024,435557,435557,435557,0,0,0,0,0,0,435557,0,0,0,0,0,0,0,0,
AE,AE,73063049,2025,398116,398116,398116,0,0,0,0,0,0,398116,0,0,0,0,0,0,0,0,
AE,AE,73063049,2026,226963,226963,226963,0,0,0,0,0,0,226963,0,0,0,0,0,0,0,0,
AE,AE,73063072,2023,712561,712561,712561,0,0,0,0,0,0,712561,0,0,0,0,0,0,0,0,
AE,AE,73063072,2024,208923,208923,208923,0,0,0,0,0,0,208923,0,0,0,0,0,0,0,0,
AE,AE,73063072,2025,133260,133260,133260,0,0,0,0,0,0,133260,0,0,0,0,0,0,0,0,
AE,AE,73063077,2022,1043459,1043459,1043459,0,0,0,0,0,0,1043459,0,0,0,0,0,0,0,0,
AE,AE,73063077,2023,720827,720827,720827,0,0,0,0,0,0,720827,0,0,0,0,0,0,0,0,
AE,AE,73063077,2024,296391,296391,296391,0,0,0,0,0,0,296391,0,0,0,0,0,0,0,0,
AE,AE,73063077,2025,14220,14220,14220,0,0,0,0,0,0,14220,0,0,0,0,0,0,0,0,
AE,AE,73063080,2022,1123708,1123708,1123708,0,0,0,0,0,0,1123708,0,0,0,0,0,0,0,0,
AE,AE,73063080,2023,122695,122695,122695,0,0,0,0,0,0,122695,0,0,0,0,0,0,0,0,
AE,AE,73063080,2024,465634,465634,465634,0,0,0,0,0,0,465634,0,0,0,0,0,0,0,0,
AE,AE,73063080,2025,3455927,3455927,3455927,0,0,0,0,0,0,3455927,0,0,0,0,0,0,0,0,
AE,AE,73063080,2026,855788,855788,855788,0,0,0,0,0,0,855788,0,0,0,0,0,0,0,0,
AE,AE,73064080,2023,970,970,970,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,
AE,AE,73065080,2024,23166,23166,23166,0,0,0,0,0,0,23166,0,0,0,0,0,0,0,0,
AE,AE,73066110,2022,249655,249655,249655,0,0,0,0,0,0,249655,0,0,0,0,0,0,0,0,
AE,AE,73066192,2022,91950,91950,91950,0,0,0,0,0,0,91950,0,0,0,0,0,0,0,0,
AE,AE,73066192,2023,306178,306178,306178,0,0,0,0,0,0,306178,0,0,0,0,0,0,0,0,
AE,AE,73066192,2024,204275,204275,204275,0,0,0,0,0,0,204275,0,0,0,0,0,0,0,0,
AE,AE,73066199,2022,6663124,6663124,6663124,0,0,0,0,0,0,6663124,0,0,0,0,0,0,0,0,
AE,AE,73066199,2023,2642376,2642376,2642376,0,0,0,0,0,0,2642376,0,0,0,0,0,0,0,0,
AE,AE,73066199,2024,6568789,6568789,6568789,0,0,0,0,0,0,6568789,0,0,0,0,0,0,0,0,
AE,AE,73066199,2025,6097157,6097157,6097157,0,0,0,0,0,0,6097157,0,0,0,0,0,0,0,0,
AE,AE,73066199,2026,1634413,1634413,1634413,0,0,0,0,0,0,1634413,0,0,0,0,0,0,0,0,
AE,AE,73066990,2024,68690,68690,68690,0,0,0,0,0,0,68690,0,0,0,0,0,0,0,0,
AE,AE,73069000,2022,16103512,16103512,16103512,0,0,0,0,0,0,16103512,0,0,0,0,0,0,0,0,
AE,AE,73069000,2023,13037630,13037630,13037630,0,0,0,0,0,0,13037630,0,0,0,0,0,0,0,0,
AE,AE,73069000,2024,6676101,6676101,6676101,0,0,0,0,0,0,6676101,0,0,0,0,0,0,0,0,
AE,AE,73069000,2025,9155524,9155524,9155524,0,0,0,0,0,0,9155524,0,0,0,0,0,0,0,0,
AE,AE,73069000,2026,3590622,3590622,3590622,0,0,0,0,0,0,3590622,0,0,0,0,0,0,0,0,
AE,AE,73071110,2023,69474,69474,69474,0,0,0,0,0,0,69474,0,0,0,0,0,0,0,0,
AE,AE,73071110,2024,1798,1798,1798,0,0,0,0,0,0,1798,0,0,0,0,0,0,0,0,
AE,AE,73071190,2023,23987,17369,17369,0,0,0,0,0,0,17369,0,0,0,0,0,0,0,0,
AE,AE,73071190,2024,1917,1917,1917,0,0,0,0,0,0,1917,0,0,0,0,0,0,0,0,
AE,AE,73071190,2025,7318,7318,7318,0,0,0,0,0,0,7318,0,0,0,0,0,0,0,0,
AE,AE,73071190,2026,17451,17451,17451,0,0,0,0,0,0,17451,0,0,0,0,0,0,0,0,
AE,AE,73071910,2022,1324,1324,1324,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,
AE,AE,73071910,2025,125069,125069,125069,0,0,0,0,0,0,125069,0,0,0,0,0,0,0,0,
AE,AE,73071990,2023,17287,17287,17287,0,0,0,0,0,0,17287,0,0,0,0,0,0,0,0,
AE,AE,73071990,2025,4064,4064,4064,0,0,0,0,0,0,4064,0,0,0,0,0,0,0,0,
AE,AE,73072100,2022,2157,2157,2157,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,
AE,AE,73072100,2023,7476,7476,7476,0,0,0,0,0,0,7476,0,0,0,0,0,0,0,0,
AE,AE,73072100,2024,18185,18185,18185,0,0,0,0,0,0,18185,0,0,0,0,0,0,0,0,
AE,AE,73072100,2025,11338,11338,11338,0,0,0,0,0,0,11338,0,0,0,0,0,0,0,0,
AE,AE,73072210,2023,4015,4015,4015,0,0,0,0,0,0,4015,0,0,0,0,0,0,0,0,
AE,AE,73072210,2024,15184,15184,15184,0,0,0,0,0,0,15184,0,0,0,0,0,0,0,0,
AE,AE,73072290,2023,882,882,882,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,
AE,AE,73072910,2023,15835,15835,15835,0,0,0,0,0,0,15835,0,0,0,0,0,0,0,0,
AE,AE,73072910,2025,124269,124269,124269,0,0,0,0,0,0,124269,0,0,0,0,0,0,0,0,
AE,AE,73072980,2023,248225,248225,248225,0,0,0,0,0,0,248225,0,0,0,0,0,0,0,0,
AE,AE,73072980,2024,62586,62586,62586,0,0,0,0,0,0,62586,0,0,0,0,0,0,0,0,
AE,AE,73072980,2025,22524,22524,22524,0,0,0,0,0,0,22524,0,0,0,0,0,0,0,0,
AE,AE,73079100,2022,121121,121121,121121,0,0,0,0,0,0,121121,0,0,0,0,0,0,0,0,
AE,AE,73079100,2023,18050,18050,18050,0,0,0,0,0,0,18050,0,0,0,0,0,0,0,0,
AE,AE,73079100,2024,163087,163087,163087,0,0,0,0,0,0,163087,0,0,0,0,0,0,0,0,
AE,AE,73079100,2025,70658,70658,70658,0,0,0,0,0,0,70658,0,0,0,0,0,0,0,0,
AE,AE,73079100,2026,14538,14538,14538,0,0,0,0,0,0,14538,0,0,0,0,0,0,0,0,
AE,AE,73079290,2022,105584,105584,105584,0,0,0,0,0,0,105584,0,0,0,0,0,0,0,0,
AE,AE,73079290,2023,32309,32309,32309,0,0,0,0,0,0,32309,0,0,0,0,0,0,0,0,
AE,AE,73079290,2025,13363,13363,13363,0,0,0,0,0,0,13363,0,0,0,0,0,0,0,0,
AE,AE,73079311,2022,100003,100003,100003,0,0,0,0,0,0,100003,0,0,0,0,0,0,0,0,
AE,AE,73079311,2024,83063,83063,83063,0,0,0,0,0,0,83063,0,0,0,0,0,0,0,0,
AE,AE,73079319,2023,5135,5135,5135,0,0,0,0,0,0,5135,0,0,0,0,0,0,0,0,
AE,AE,73079319,2024,8926,8926,8926,0,0,0,0,0,0,8926,0,0,0,0,0,0,0,0,
AE,AE,73079319,2025,18309,18309,18309,0,0,0,0,0,0,18309,0,0,0,0,0,0,0,0,
AE,AE,73079399,2022,26590,26590,26590,0,0,0,0,0,0,26590,0,0,0,0,0,0,0,0,
AE,AE,73079399,2023,22957,22957,22957,0,0,0,0,0,0,22957,0,0,0,0,0,0,0,0,
AE,AE,73079910,2022,98254,96656,96656,0,0,0,0,0,0,96656,0,0,0,0,0,0,0,0,
AE,AE,73079910,2023,198744,198744,198744,0,0,0,0,0,0,198744,0,0,0,0,0,0,0,0,
AE,AE,73079910,2024,146743,146743,146743,0,0,0,0,0,0,146743,0,0,0,0,0,0,0,0,
AE,AE,73079910,2025,63930,63930,63930,0,0,0,0,0,0,63930,0,0,0,0,0,0,0,0,
AE,AE,73079910,2026,7378,7378,7378,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,
AE,AE,73079980,2022,184189,184189,184189,0,0,0,0,0,0,184189,0,0,0,0,0,0,0,0,
AE,AE,73079980,2023,200440,200440,200440,0,0,0,0,0,0,200440,0,0,0,0,0,0,0,0,
AE,AE,73079980,2024,503560,503560,503560,0,0,0,0,0,0,503560,0,0,0,0,0,0,0,0,
AE,AE,73079980,2025,295641,295641,295641,0,0,0,0,0,0,295641,0,0,0,0,0,0,0,0,
AE,AE,73079980,2026,38129,38129,38129,0,0,0,0,0,0,38129,0,0,0,0,0,0,0,0,
AE,AE,73081000,2022,111323,111323,111323,0,0,0,0,0,0,111323,0,0,0,0,0,0,0,0,
AE,AE,73081000,2023,1906,1906,1906,0,0,0,0,0,0,1906,0,0,0,0,0,0,0,0,
AE,AE,73082000,2022,82682459,82682459,82682459,0,0,0,0,0,0,82682459,0,0,0,0,0,0,0,0,
AE,AE,73082000,2023,27828397,27828397,27828397,0,0,0,0,0,0,27828397,0,0,0,0,0,0,0,0,
AE,AE,73082000,2024,202965782,202965782,202965782,0,0,0,0,0,0,202965782,0,0,0,0,0,0,0,0,
AE,AE,73083000,2022,34848,34848,34848,0,0,0,0,0,0,34848,0,0,0,0,0,0,0,0,
AE,AE,73083000,2023,22234,22234,22234,0,0,0,0,0,0,22234,0,0,0,0,0,0,0,0,
AE,AE,73083000,2024,6876,6876,6876,0,0,0,0,0,0,6876,0,0,0,0,0,0,0,0,
AE,AE,73083000,2025,1192,1192,1192,0,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,
AE,AE,73083000,2026,155481,155481,155481,0,0,0,0,0,0,155481,0,0,0,0,0,0,0,0,
AE,AE,73084000,2022,28997231,28997231,28997231,0,0,0,0,0,0,28997231,0,0,0,0,0,0,0,0,
AE,AE,73084000,2023,17552262,17552262,17552262,0,0,0,0,0,0,17552262,0,0,0,0,0,0,0,0,
AE,AE,73084000,2024,20006152,20006152,20006152,0,0,0,0,0,0,20006152,0,0,0,0,0,0,0,0,
AE,AE,73084000,2025,11457265,11457265,11457265,0,0,0,0,0,0,11457265,0,0,0,0,0,0,0,0,
AE,AE,73084000,2026,919447,919447,919447,0,0,0,0,0,0,919447,0,0,0,0,0,0,0,0,
AE,AE,73089059,2023,2261,2261,2261,0,0,0,0,0,0,2261,0,0,0,0,0,0,0,0,
AE,AE,73089059,2024,2510,2510,2510,0,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,
AE,AE,73089059,2025,1705,1705,1705,0,0,0,0,0,0,1705,0,0,0,0,0,0,0,0,
AE,AE,73089098,2022,2427468,2427468,2427468,0,0,0,0,0,0,2427468,0,0,0,0,0,0,0,0,
AE,AE,73089098,2023,10527225,10527225,10527225,0,0,0,0,0,0,10527225,0,0,0,0,0,0,0,0,
AE,AE,73089098,2024,8578279,8567499,8567499,0,0,0,0,0,0,8567499,0,0,0,0,0,0,0,0,
AE,AE,73089098,2025,2229386,2229386,2229386,0,0,0,0,0,0,2229386,0,0,0,0,0,0,0,0,
AE,AE,73089098,2026,375841,375841,375841,0,0,0,0,0,0,375841,0,0,0,0,0,0,0,0,
AE,AE,73090030,2023,929,929,929,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,
AE,AE,73090030,2025,4698,4698,4698,0,0,0,0,0,0,4698,0,0,0,0,0,0,0,0,
AE,AE,73090059,2025,489,489,489,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,
AE,AE,73090090,2022,21499,21499,21499,0,0,0,0,0,0,21499,0,0,0,0,0,0,0,0,
AE,AE,73090090,2023,935,935,935,0,0,0,0,0,0,935,0,0,0,0,0,0,0,0,
AE,AE,73090090,2024,364649,362082,362082,0,0,0,0,0,0,362082,0,0,0,0,0,0,0,0,
AE,AE,73090090,2025,40823,40823,40823,0,0,0,0,0,0,40823,0,0,0,0,0,0,0,0,
AE,AE,73090090,2026,1018,1018,1018,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,
AE,AE,73101000,2023,4141,4141,4141,0,0,0,0,0,0,4141,0,0,0,0,0,0,0,0,
AE,AE,73101000,2024,29823,29823,29823,0,0,0,0,0,0,29823,0,0,0,0,0,0,0,0,
AE,AE,73101000,2025,415,415,415,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,
AE,AE,73101000,2026,3094,3094,3094,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,0,
AE,AE,73102111,2022,27992,27992,27992,0,0,0,0,0,0,27992,0,0,0,0,0,0,0,0,
AE,AE,73102111,2023,52724,52724,52724,0,0,0,0,0,0,52724,0,0,0,0,0,0,0,0,
AE,AE,73102111,2024,166401,166401,166401,0,0,0,0,0,0,166401,0,0,0,0,0,0,0,0,
AE,AE,73102111,2025,117245,117245,117245,0,0,0,0,0,0,117245,0,0,0,0,0,0,0,0,
AE,AE,73102111,2026,22433,22433,22433,0,0,0,0,0,0,22433,0,0,0,0,0,0,0,0,
AE,AE,73102119,2022,32875,32875,32875,0,0,0,0,0,0,32875,0,0,0,0,0,0,0,0,
AE,AE,73102910,2023,1893,1893,1893,0,0,0,0,0,0,1893,0,0,0,0,0,0,0,0,
AE,AE,73102990,2022,11330,11330,11330,0,0,0,0,0,0,11330,0,0,0,0,0,0,0,0,
AE,AE,73102990,2023,65785,65785,65785,0,0,0,0,0,0,65785,0,0,0,0,0,0,0,0,
AE,AE,73102990,2024,48225,48225,48225,0,0,0,0,0,0,48225,0,0,0,0,0,0,0,0,
