partner_iso,partner_name,agreement,year,hs2,hs2_description,hs_section,hs_section_description,agri_flag,total_exports,total_exports_excl_special_processing,mfn_zero_exports,mfn_non_zero_exports,fta_zero_exports,fta_non_zero_exports,special_processing_exports,unknown_exports,pref_eligible_exports,pref_usage_exports,pur_percent,tariff_free_percent
CY,Cyprus,EU- TCA,2023,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,484049,484049,118413,8933,355062,0,0,1640,363996,355062,97.5,98.1
CY,Cyprus,EU- TCA,2023,26,"Ores, slag and ash",5,Mineral products,Non-AGRI,522,522,522,0,0,0,0,0,0,0,NA,100
CY,Cyprus,EU- TCA,2023,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,437927,437927,112322,46372,279233,0,0,0,325605,279233,85.8,89.4
CY,Cyprus,EU- TCA,2023,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,149981,149981,19881,41729,88372,0,0,0,130101,88372,67.9,72.2
CY,Cyprus,EU- TCA,2023,29,Organic chemicals,6,Chemical products,Non-AGRI,1167313,1167313,547163,52050,568099,0,0,0,619993,568099,91.60000000000001,95.5
CY,Cyprus,EU- TCA,2023,30,Pharmaceutical products,6,Chemical products,Non-AGRI,2857072,2857072,2652352,0,0,0,0,204720,0,0,NA,100
CY,Cyprus,EU- TCA,2023,31,Fertilizers,6,Chemical products,Non-AGRI,45780,45780,31091,613,14076,0,0,0,14689,14076,95.8,98.7
CY,Cyprus,EU- TCA,2023,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6,Chemical products,Non-AGRI,2262609,2262609,14277,184081,2064252,0,0,0,2247787,2064252,91.8,91.9
CY,Cyprus,EU- TCA,2023,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,4115879,4115879,3476677,287091,351922,0,0,189,639013,351922,55.1,93
CY,Cyprus,EU- TCA,2023,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",6,Chemical products,Non-AGRI,2109658,2109658,569366,380572,1157820,0,0,1901,1535102,1157820,75.4,81.9
CY,Cyprus,EU- TCA,2023,35,Albuminoidal substances; modified starches; glues; enzymes,6,Chemical products,Non-AGRI,237224,237224,680,92660,143649,0,0,236,236309,143649,60.8,60.9
CY,Cyprus,EU- TCA,2023,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6,Chemical products,Non-AGRI,126900,126900,0,178,126722,0,0,0,126900,126722,99.9,99.9
CY,Cyprus,EU- TCA,2023,37,Photographic or cinematographic goods,6,Chemical products,Non-AGRI,6874,6874,5729,780,365,0,0,0,1145,365,31.900000000000002,88.7
CY,Cyprus,EU- TCA,2023,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,2753462,2753462,693756,208570,1685727,0,0,165410,1892771,1685727,89.1,91.9
CY,Cyprus,EU- TCA,2023,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,8078472,8078472,119336,1213788,6695790,0,0,49557,7807103,6695790,85.8,84.9
CY,Cyprus,EU- TCA,2023,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,450088,450088,91331,218104,140653,0,0,0,356096,140653,39.5,51.5
CY,Cyprus,EU- TCA,2023,41,Raw hides and skins (other than furskins) and leather,8,Leather & hides,Non-AGRI,4498,4498,1046,1102,2350,0,0,0,3452,2350,68.10000000000001,75.5
CY,Cyprus,EU- TCA,2023,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,1852700,1852700,0,1694671,157838,0,0,191,1852509,157838,8.5,8.5
CY,Cyprus,EU- TCA,2023,43,Furskins and artificial fur; manufactures thereof,8,Leather & hides,Non-AGRI,2363,2363,26,2337,0,0,0,0,2337,0,0,1.1
CY,Cyprus,EU- TCA,2023,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,246760,246760,176785,31867,35894,0,0,2214,67762,35894,53,87
CY,Cyprus,EU- TCA,2023,45,Cork and articles of cork,9,Wood & wood products,Non-AGRI,2418,2418,609,1810,0,0,0,0,1810,0,0,25.2
CY,Cyprus,EU- TCA,2023,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9,Wood & wood products,Non-AGRI,9440,9440,0,9440,0,0,0,0,9440,0,0,0
CY,Cyprus,EU- TCA,2023,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,10,"Paper, printed products",Non-AGRI,1963,1963,1963,0,0,0,0,0,0,0,NA,100
CY,Cyprus,EU- TCA,2023,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,1556364,1556364,1463923,0,0,0,0,92440,0,0,NA,100
CY,Cyprus,EU- TCA,2023,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,3580416,3580416,3567321,0,0,0,0,13096,0,0,NA,100
CY,Cyprus,EU- TCA,2023,50,Silk,11,Textiles & textile articles,Non-AGRI,18612,18612,0,5398,13213,0,0,0,18612,13213,71,71
CY,Cyprus,EU- TCA,2023,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,7043,7043,0,2909,4134,0,0,0,7043,4134,58.699999999999996,58.7
CY,Cyprus,EU- TCA,2023,52,Cotton,11,Textiles & textile articles,Non-AGRI,15184,15184,154,9687,5343,0,0,0,15031,5343,35.6,36.2
CY,Cyprus,EU- TCA,2023,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,13524,13524,83,4519,8923,0,0,0,13442,8923,66.4,66.6
CY,Cyprus,EU- TCA,2023,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,59380,59380,385,31310,27685,0,0,0,58990,27685,46.9,47.3
CY,Cyprus,EU- TCA,2023,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,71681,71681,0,45382,26299,0,0,0,71681,26299,36.7,36.7
CY,Cyprus,EU- TCA,2023,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,212900,212900,1803,98279,112819,0,0,0,210911,112819,53.5,53.8
CY,Cyprus,EU- TCA,2023,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,169487,169487,1013,56667,111806,0,0,0,168473,111806,66.4,66.6
CY,Cyprus,EU- TCA,2023,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,40796,40796,0,14769,26027,0,0,0,40796,26027,63.800000000000004,63.8
CY,Cyprus,EU- TCA,2023,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,172096,172096,111,64306,105582,0,0,2097,169657,105582,62.2,62.2
CY,Cyprus,EU- TCA,2023,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,32361,32361,0,4541,27821,0,0,0,32361,27821,86,86
CY,Cyprus,EU- TCA,2023,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,2501975,2500793,0,2437557,62860,0,1183,376,2500417,62860,2.5,2.5
CY,Cyprus,EU- TCA,2023,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,3255232,3255232,0,3126129,123715,0,0,5387,3249844,123715,3.8,3.8
CY,Cyprus,EU- TCA,2023,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,511398,511398,16222,411222,79531,0,0,4423,490753,79531,16.2,18.9
CY,Cyprus,EU- TCA,2023,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,1702451,1702451,0,1651613,50339,0,0,499,1701951,50339,3,3
CY,Cyprus,EU- TCA,2023,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,104271,104271,8014,82834,12985,0,0,438,95820,12985,13.600000000000001,20.2
CY,Cyprus,EU- TCA,2023,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",12,"Footwear, headgear",Non-AGRI,10626,10626,0,4746,5880,0,0,0,10626,5880,55.300000000000004,55.3
CY,Cyprus,EU- TCA,2023,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",12,"Footwear, headgear",Non-AGRI,39569,39569,0,39417,152,0,0,0,39569,152,0.4,0.4
CY,Cyprus,EU- TCA,2023,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,798080,798080,711846,64060,22174,0,0,0,86234,22174,25.7,92
CY,Cyprus,EU- TCA,2023,69,Ceramic products,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,322604,322604,0,181636,103604,0,0,37364,284935,103604,36.4,36.3
CY,Cyprus,EU- TCA,2023,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,592698,592698,13991,249561,311373,0,0,17774,560495,311373,55.60000000000001,56.6
CY,Cyprus,EU- TCA,2023,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,4022416,4022416,2433958,1557506,30952,0,0,0,1588459,30952,1.9,61.3
CY,Cyprus,EU- TCA,2023,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,180110,180110,180080,30,0,0,0,0,30,0,0,100
CY,Cyprus,EU- TCA,2023,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,3603070,3603070,2355428,492323,754418,0,0,901,1243684,754418,60.699999999999996,86.3
CY,Cyprus,EU- TCA,2023,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,493599,493599,1525,83240,408834,0,0,0,491942,408834,83.1,83.1
CY,Cyprus,EU- TCA,2023,75,Nickel and articles thereof,15,Base metals & articles thereof,Non-AGRI,2378,2378,2192,52,133,0,0,0,186,133,71.8,97.8
CY,Cyprus,EU- TCA,2023,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,704614,704017,20701,131527,540522,0,597,11267,666004,540522,81.2,81
CY,Cyprus,EU- TCA,2023,78,Lead and articles thereof,15,Base metals & articles thereof,Non-AGRI,7542,7542,0,0,7542,0,0,0,7542,7542,100,100
CY,Cyprus,EU- TCA,2023,79,Zinc and articles thereof,15,Base metals & articles thereof,Non-AGRI,110260,110260,0,24648,85612,0,0,0,110228,85612,77.7,77.6
CY,Cyprus,EU- TCA,2023,80,Tin; articles thereof,15,Base metals & articles thereof,Non-AGRI,8572,8572,8572,0,0,0,0,0,0,0,NA,100
CY,Cyprus,EU- TCA,2023,81,"Metals; n.e.c., cermets and articles thereof",15,Base metals & articles thereof,Non-AGRI,6093,6093,379,5468,246,0,0,0,5714,246,4.3,10.3
CY,Cyprus,EU- TCA,2023,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,477585,477585,0,237673,238680,0,0,1233,476353,238680,50.1,50.1
CY,Cyprus,EU- TCA,2023,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,509500,509500,59297,297892,152311,0,0,0,439029,152311,34.699999999999996,41.5
CY,Cyprus,EU- TCA,2023,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,16388318,16371674,8590290,5035793,2558547,0,16644,187044,7506560,2558547,34.1,68.9
CY,Cyprus,EU- TCA,2023,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,12707927,12614817,4894060,2920904,4724414,0,93110,75439,7590784,4724414,62.2,76.7
CY,Cyprus,EU- TCA,2023,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17,Transportation equipment,Non-AGRI,58695,58695,50191,4581,3923,0,0,0,8504,3923,46.1,92.2
CY,Cyprus,EU- TCA,2023,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,89395927,89395351,1360887,65936636,21309107,0,576,788721,87209899,21309107,24.4,25.6
CY,Cyprus,EU- TCA,2023,88,"Aircraft, spacecraft and parts thereof",17,Transportation equipment,Non-AGRI,1019918,989427,935526,41957,11944,0,30492,0,53403,11944,22.400000000000002,95.8
CY,Cyprus,EU- TCA,2023,89,"Ships, boats and floating structures",17,Transportation equipment,Non-AGRI,22484669,3285026,191266,2487222,606538,0,19199642,0,3093760,606538,19.6,24.3
CY,Cyprus,EU- TCA,2023,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,4358180,4352724,3361225,570784,402818,0,5456,17897,970935,402818,41.5,86.8
CY,Cyprus,EU- TCA,2023,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,177983,177983,0,170025,7958,0,0,0,177920,7958,4.5,4.5
CY,Cyprus,EU- TCA,2023,92,Musical instruments; parts and accessories of such articles,18,"Instruments - measuring, musical",Non-AGRI,106148,106148,0,97126,8233,0,0,789,105359,8233,7.8,7.8
CY,Cyprus,EU- TCA,2023,93,Arms and ammunition; parts and accessories thereof,19,Arms & ammunition,Non-AGRI,93052,93052,0,31864,61188,0,0,0,93052,61188,65.8,65.8
CY,Cyprus,EU- TCA,2023,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,2072330,2072330,1209293,522557,340479,0,0,0,856646,340479,39.7,74.8
CY,Cyprus,EU- TCA,2023,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,1130283,1130283,321019,539517,269747,0,0,0,809264,269747,33.300000000000004,52.3
CY,Cyprus,EU- TCA,2023,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,450061,450061,34006,208569,198211,0,0,9275,406780,198211,48.699999999999996,52.7
CY,Cyprus,EU- TCA,2023,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,2348457,2348457,2348457,0,0,0,0,0,0,0,NA,100
CY,Cyprus,EU- TCA,2023,99,Commodities not specified according to kind,99,Special combined codes,Non-AGRI,4088623,4088623,0,0,0,0,0,4088623,0,0,NA,NA
CZ,Czechia,EU- TCA,2023,01,Animals; live,1,Animals & animal products,AGRI,224773,224773,217677,0,7096,0,0,0,7096,7096,100,100
CZ,Czechia,EU- TCA,2023,02,Meat and edible meat offal,1,Animals & animal products,AGRI,1073631,1072553,313,8329,910441,0,1078,153470,918770,910441,99.1,99.1
CZ,Czechia,EU- TCA,2023,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,Animals & animal products,AGRI,447039,442030,249068,72236,18254,0,5009,102471,90491,18254,20.200000000000003,78.7
CZ,Czechia,EU- TCA,2023,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,5865200,5865186,0,27977,4790803,0,14,1046406,4818780,4790803,99.4,99.4
CZ,Czechia,EU- TCA,2023,05,Animal originated products; not elsewhere specified or included,1,Animals & animal products,AGRI,355761,355761,355761,0,0,0,0,0,0,0,NA,100
CZ,Czechia,EU- TCA,2023,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2,Vegetable products,AGRI,115359,115359,375,3131,111853,0,0,0,114984,111853,97.3,97.3
CZ,Czechia,EU- TCA,2023,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,321414,321414,8344,146762,42483,0,0,123824,189245,42483,22.400000000000002,25.7
CZ,Czechia,EU- TCA,2023,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,543524,543316,28487,291870,33363,0,208,189596,325233,33363,10.299999999999999,17.5
CZ,Czechia,EU- TCA,2023,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,7234925,7234209,762346,441135,6001468,0,716,29260,6442603,6001468,93.2,93.9
CZ,Czechia,EU- TCA,2023,10,Cereals,2,Vegetable products,AGRI,177274,177274,6430,155615,15229,0,0,0,170844,15229,8.9,12.2
CZ,Czechia,EU- TCA,2023,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,928042,928042,0,13665,909559,0,0,4817,923224,909559,98.5,98.5
CZ,Czechia,EU- TCA,2023,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,496374,496374,260276,197125,26375,0,0,12597,223500,26375,11.799999999999999,59.3
CZ,Czechia,EU- TCA,2023,13,"Lac; gums, resins and other vegetable saps and extracts",2,Vegetable products,AGRI,559195,559195,533565,5084,14714,0,0,5832,19798,14714,74.3,99.1
CZ,Czechia,EU- TCA,2023,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2,Vegetable products,AGRI,46600,46600,46600,0,0,0,0,0,0,0,NA,100
CZ,Czechia,EU- TCA,2023,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,3,Fats and oil,AGRI,642082,641838,133253,193086,272605,0,245,42894,465691,272605,58.5,67.8
CZ,Czechia,EU- TCA,2023,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4,Prepared food and beverages,AGRI,915871,911334,289,499344,401986,0,4537,9715,901330,401986,44.6,44.6
CZ,Czechia,EU- TCA,2023,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,2824875,2824875,151381,347910,2316515,0,0,9070,2664424,2316515,86.9,87.6
CZ,Czechia,EU- TCA,2023,18,Cocoa and cocoa preparations,4,Prepared food and beverages,AGRI,2320090,2319813,419,678672,1354429,0,277,286292,2033102,1354429,66.60000000000001,66.6
CZ,Czechia,EU- TCA,2023,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4,Prepared food and beverages,AGRI,9043199,9038505,0,1338313,7193491,0,4694,506701,8531803,7193491,84.3,84.3
CZ,Czechia,EU- TCA,2023,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,1756349,1753488,25429,768818,944847,0,2860,14395,1713664,944847,55.1,55.8
CZ,Czechia,EU- TCA,2023,21,Miscellaneous edible preparations,4,Prepared food and beverages,AGRI,22780291,22778015,53832,2532382,19522815,0,2276,668986,22055197,19522815,88.5,88.5
CZ,Czechia,EU- TCA,2023,22,"Beverages, spirits and vinegar",4,Prepared food and beverages,AGRI,19233554,19233240,15664947,1569024,1731069,0,314,268199,3300094,1731069,52.5,91.7
CZ,Czechia,EU- TCA,2023,23,"Food industries, residues and wastes thereof; prepared animal fodder",4,Prepared food and beverages,AGRI,9621222,9621222,2872709,251289,6024495,0,0,472729,6275784,6024495,96,97.3
CZ,Czechia,EU- TCA,2023,24,Tobacco and manufactured tobacco substitutes,4,Prepared food and beverages,AGRI,2098,2098,0,615,1483,0,0,0,2098,1483,70.7,70.7
CZ,Czechia,EU- TCA,2023,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,1718015,1718015,1374691,23971,277845,0,0,41508,301816,277845,92.10000000000001,98.6
CZ,Czechia,EU- TCA,2023,26,"Ores, slag and ash",5,Mineral products,Non-AGRI,65345,65345,65345,0,0,0,0,0,0,0,NA,100
CZ,Czechia,EU- TCA,2023,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,3625128,3625128,400875,383310,1958051,0,0,882892,2341361,1958051,83.6,86
CZ,Czechia,EU- TCA,2023,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,2372359,2309590,131494,420136,1593401,0,62769,164560,2013536,1593401,79.10000000000001,80.4
CZ,Czechia,EU- TCA,2023,29,Organic chemicals,6,Chemical products,Non-AGRI,5672977,5672425,305347,1444513,3499809,0,552,422755,4944300,3499809,70.8,72.5
CZ,Czechia,EU- TCA,2023,30,Pharmaceutical products,6,Chemical products,Non-AGRI,36200164,36195170,24212584,0,0,0,4994,11982586,0,0,NA,100
CZ,Czechia,EU- TCA,2023,31,Fertilizers,6,Chemical products,Non-AGRI,1652817,1652817,45481,36331,1569196,0,0,1809,1605527,1569196,97.7,97.8
CZ,Czechia,EU- TCA,2023,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6,Chemical products,Non-AGRI,17688600,17688365,900684,1681049,14962195,0,235,144436,16643245,14962195,89.9,90.4
CZ,Czechia,EU- TCA,2023,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,60237959,60227050,49702368,3729552,6467487,0,10910,327643,10197039,6467487,63.4,93.8
CZ,Czechia,EU- TCA,2023,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",6,Chemical products,Non-AGRI,47239811,47239370,10160607,3356353,33363663,0,441,358748,36720015,33363663,90.9,92.8
CZ,Czechia,EU- TCA,2023,35,Albuminoidal substances; modified starches; glues; enzymes,6,Chemical products,Non-AGRI,4284537,4284531,8061,515840,3664361,0,7,96268,4180201,3664361,87.7,87.7
CZ,Czechia,EU- TCA,2023,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6,Chemical products,Non-AGRI,136864,136864,0,55703,81161,0,0,0,136864,81161,59.3,59.3
CZ,Czechia,EU- TCA,2023,37,Photographic or cinematographic goods,6,Chemical products,Non-AGRI,1087651,1087651,354518,11883,200862,0,0,520388,212745,200862,94.39999999999999,97.9
CZ,Czechia,EU- TCA,2023,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,59394385,59378337,3360675,1507669,54288614,0,16048,221379,55796283,54288614,97.3,97.5
CZ,Czechia,EU- TCA,2023,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,141139393,139882989,15575417,34232566,65146436,0,1256404,24928569,99379003,65146436,65.60000000000001,70.2
CZ,Czechia,EU- TCA,2023,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,17057196,16815266,2326945,4843175,8987950,0,241930,657196,13831125,8987950,65,70
CZ,Czechia,EU- TCA,2023,41,Raw hides and skins (other than furskins) and leather,8,Leather & hides,Non-AGRI,8581609,8581609,1833,4908001,3671775,0,0,0,8579776,3671775,42.8,42.8
CZ,Czechia,EU- TCA,2023,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,5155846,5155484,0,4553062,493586,0,362,108836,5046648,493586,9.8,9.8
CZ,Czechia,EU- TCA,2023,43,Furskins and artificial fur; manufactures thereof,8,Leather & hides,Non-AGRI,24659,24659,2308,20720,1631,0,0,0,22351,1631,7.3,16
CZ,Czechia,EU- TCA,2023,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,1626177,1624058,1108976,159689,338802,0,2119,16592,498490,338802,68,90.1
CZ,Czechia,EU- TCA,2023,45,Cork and articles of cork,9,Wood & wood products,Non-AGRI,54581,54581,2771,30760,20815,0,0,235,51575,20815,40.400000000000006,43.4
CZ,Czechia,EU- TCA,2023,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9,Wood & wood products,Non-AGRI,78536,78536,0,77749,678,0,0,108,78428,678,0.8999999999999999,0.9
CZ,Czechia,EU- TCA,2023,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,10,"Paper, printed products",Non-AGRI,21310,21310,20815,0,0,0,0,495,0,0,NA,100
CZ,Czechia,EU- TCA,2023,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,18578311,18550432,18298642,0,0,0,27879,251790,0,0,NA,100
CZ,Czechia,EU- TCA,2023,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,15767304,15762791,15300771,0,0,0,4514,462020,0,0,NA,100
CZ,Czechia,EU- TCA,2023,50,Silk,11,Textiles & textile articles,Non-AGRI,134853,134853,86,128451,6316,0,0,0,134767,6316,4.7,4.7
CZ,Czechia,EU- TCA,2023,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,2369933,2369933,1695090,179122,494549,0,0,1171,673672,494549,73.4,92.4
CZ,Czechia,EU- TCA,2023,52,Cotton,11,Textiles & textile articles,Non-AGRI,591027,591015,6771,148946,434696,0,13,602,583642,434696,74.5,74.8
CZ,Czechia,EU- TCA,2023,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,136328,136328,660,61283,10414,0,0,63971,71697,10414,14.499999999999998,15.3
CZ,Czechia,EU- TCA,2023,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,2022430,2000240,0,1074318,914995,0,22190,10927,1989313,914995,46,46
CZ,Czechia,EU- TCA,2023,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,2194475,2133477,979,1714301,416158,0,60998,2040,2130459,416158,19.5,19.6
CZ,Czechia,EU- TCA,2023,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,1979266,1978409,5148,789851,1162554,0,857,20856,1952405,1162554,59.5,59.7
CZ,Czechia,EU- TCA,2023,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,4107338,4107338,0,453058,3653651,0,0,628,4106709,3653651,89,89
CZ,Czechia,EU- TCA,2023,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,1180296,1119772,108,452569,660861,0,60524,6234,1113430,660861,59.4,59.4
CZ,Czechia,EU- TCA,2023,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,9575607,9497548,4927,1010599,8463538,0,78059,18484,9474137,8463538,89.3,89.3
CZ,Czechia,EU- TCA,2023,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,1291512,1281833,0,47802,1228360,0,9679,5671,1276162,1228360,96.3,96.3
CZ,Czechia,EU- TCA,2023,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,14991443,14987025,0,13672125,1071842,0,4418,243058,14743968,1071842,7.3,7.3
CZ,Czechia,EU- TCA,2023,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,14885656,13651666,0,12994972,445097,0,1233991,211597,13440069,445097,3.3000000000000003,3.3
CZ,Czechia,EU- TCA,2023,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,5101951,5088927,47830,3395504,1613451,0,13024,32142,5008955,1613451,32.2,32.9
