partner_iso,partner_name,agreement,year,hs2,hs2_description,hs_section,hs_section_description,agri_flag,total_exports,total_exports_excl_special_processing,mfn_zero_exports,mfn_non_zero_exports,fta_zero_exports,fta_non_zero_exports,special_processing_exports,unknown_exports,pref_eligible_exports,pref_usage_exports,pur_percent,tariff_free_percent
TR,Turkey,Turkey,2024,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,64174087,59907772,17180886,81655,42645231,0,4266315,0,42726886,42645231,99.8,99.9
TR,Turkey,Turkey,2024,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,815886864,813618105,726843877,2272447,84501780,0,2268759,0,86774227,84501780,97.4,99.7
TR,Turkey,Turkey,2024,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,56215402,41468861,2629793,11471792,27367276,0,14746542,0,38839068,27367276,70.5,72.3
TR,Turkey,Turkey,2024,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,5886727,5165115,3014244,541687,1609183,0,721612,0,2150871,1609183,74.8,89.5
TR,Turkey,Turkey,2024,75,Nickel and articles thereof,15,Base metals & articles thereof,Non-AGRI,17471574,7929550,6691076,176193,1062280,0,9542024,0,1238474,1062280,85.8,97.8
TR,Turkey,Turkey,2024,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,40159440,33847504,22190303,1885115,9772086,0,6311936,0,11657201,9772086,83.8,94.4
TR,Turkey,Turkey,2024,78,Lead and articles thereof,15,Base metals & articles thereof,Non-AGRI,2371365,2370937,2205717,0,165220,0,428,0,165220,165220,100,100
TR,Turkey,Turkey,2024,79,Zinc and articles thereof,15,Base metals & articles thereof,Non-AGRI,295792,285620,0,244059,41561,0,10172,0,285620,41561,14.6,14.6
TR,Turkey,Turkey,2024,80,Tin; articles thereof,15,Base metals & articles thereof,Non-AGRI,4179,3292,3292,0,0,0,887,0,0,0,NA,100
TR,Turkey,Turkey,2024,81,"Metals; n.e.c., cermets and articles thereof",15,Base metals & articles thereof,Non-AGRI,12379055,5025930,1170591,2839761,1015578,0,7353125,0,3855338,1015578,26.3,43.5
TR,Turkey,Turkey,2024,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,8777006,7226286,0,1796213,5430073,0,1550720,0,7226286,5430073,75.1,75.1
TR,Turkey,Turkey,2024,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,25348589,23658385,50606,6703737,16904042,0,1690203,0,23607779,16904042,71.6,71.7
TR,Turkey,Turkey,2024,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,1488992322,1390731216,94423857,57277888,1239029472,0,98261105,0,1296307360,1239029472,95.6,95.9
TR,Turkey,Turkey,2024,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,218814709,125495359,15515014,43626855,66353489,0,93319350,0,109980344,66353489,60.3,65.2
TR,Turkey,Turkey,2024,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17,Transportation equipment,Non-AGRI,201158,152706,148626,131,3948,0,48452,0,4080,3948,96.8,99.9
TR,Turkey,Turkey,2024,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,755778582,706734824,385020,26089436,680260368,0,49043758,0,706349804,680260368,96.3,96.3
TR,Turkey,Turkey,2024,88,"Aircraft, spacecraft, and parts thereof",17,Transportation equipment,Non-AGRI,23636958,22144553,0,21461813,682740,0,1492406,0,22144553,682740,3.1,3.1
TR,Turkey,Turkey,2024,89,"Ships, boats and floating structures",17,Transportation equipment,Non-AGRI,11386217,11082625,7170593,358118,3553915,0,303591,0,3912032,3553915,90.8,96.8
TR,Turkey,Turkey,2024,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,137776975,87789788,30763772,31675879,25350137,0,49987187,0,57026016,25350137,44.5,63.9
TR,Turkey,Turkey,2024,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,61784,26232,20357,2708,3167,0,35553,0,5875,3167,53.9,89.7
TR,Turkey,Turkey,2024,92,Musical instruments; parts and accessories of such articles,18,"Instruments - measuring, musical",Non-AGRI,245963,244468,0,95417,149050,0,1495,0,244468,149050,61,61
TR,Turkey,Turkey,2024,93,Arms and ammunition; parts and accessories thereof,19,Arms & ammunition,Non-AGRI,391770,387187,0,324289,62898,0,4583,0,387187,62898,16.2,16.2
TR,Turkey,Turkey,2024,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,23431367,21822080,6532530,9339612,5949938,0,1609287,0,15289550,5949938,38.9,57.2
TR,Turkey,Turkey,2024,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,2670079,2623334,0,220102,2403232,0,46745,0,2623334,2403232,91.6,91.6
TR,Turkey,Turkey,2024,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,5127257,4807600,1184114,254627,3368859,0,319657,0,3623486,3368859,93,94.7
TR,Turkey,Turkey,2024,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,5199282,5114416,5114416,0,0,0,84866,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,01,Animals; live,1,Animals & animal products,AGRI,102698,102698,102698,0,0,0,0,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,02,Meat and edible meat offal,1,Animals & animal products,AGRI,47637,0,0,0,0,0,47637,0,0,0,NA,NA
UA,Ukraine,Ukraine,2024,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,Animals & animal products,AGRI,24617414,24617414,22820072,96705,27096,1673540,0,0,1797342,1700636,94.6,92.8
UA,Ukraine,Ukraine,2024,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,1996332,1996332,0,494537,122764,1379031,0,0,1996332,1501795,75.2,6.1
UA,Ukraine,Ukraine,2024,05,Animal originated products; not elsewhere specified or included,1,Animals & animal products,AGRI,434156,434156,434156,0,0,0,0,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2,Vegetable products,AGRI,39074,39074,0,318,38756,0,0,0,39074,38756,99.2,99.2
UA,Ukraine,Ukraine,2024,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,52080,52080,0,1471,49935,674,0,0,52080,50609,97.2,95.9
UA,Ukraine,Ukraine,2024,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,26166,25705,16279,6231,1449,1746,462,0,9426,3195,33.9,69
UA,Ukraine,Ukraine,2024,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,94034,94034,0,5618,88417,0,0,0,94034,88417,94,94
UA,Ukraine,Ukraine,2024,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,25366,25366,0,13635,11731,0,0,0,25366,11731,46.2,46.2
UA,Ukraine,Ukraine,2024,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,108856,108856,97636,11220,0,0,0,0,11220,0,0,89.7
UA,Ukraine,Ukraine,2024,13,"Lac; gums, resins and other vegetable saps and extracts",2,Vegetable products,AGRI,684105,684105,30274,474154,0,179677,0,0,653831,179677,27.5,4.4
UA,Ukraine,Ukraine,2024,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",3,Fats and oil,AGRI,735139,735139,8585,182623,95013,448918,0,0,726554,543931,74.9,14.1
UA,Ukraine,Ukraine,2024,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",4,Prepared food and beverages,AGRI,55086,4329,4329,0,0,0,50757,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,132015,132015,0,22334,99654,10027,0,0,132015,109681,83.1,75.5
UA,Ukraine,Ukraine,2024,18,Cocoa and cocoa preparations,4,Prepared food and beverages,AGRI,1006615,1006396,30329,438565,537503,0,219,0,976067,537503,55.1,56.4
UA,Ukraine,Ukraine,2024,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4,Prepared food and beverages,AGRI,2987082,2987027,166167,1072695,1748166,0,55,0,2820860,1748166,62,64.1
UA,Ukraine,Ukraine,2024,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,544597,216504,13146,32589,118259,52510,328093,0,203358,170769,84,60.7
UA,Ukraine,Ukraine,2024,21,Miscellaneous edible preparations,4,Prepared food and beverages,AGRI,17743399,17289124,1103393,2134947,14039000,11783,454275,0,16185730,14050783,86.8,87.6
UA,Ukraine,Ukraine,2024,22,"Beverages, spirits and vinegar",4,Prepared food and beverages,AGRI,100591838,99810527,96296516,1529383,1984628,0,781311,0,3514011,1984628,56.5,98.5
UA,Ukraine,Ukraine,2024,23,"Food industries, residues and wastes thereof; prepared animal fodder",4,Prepared food and beverages,AGRI,2233781,2233781,0,301203,1509601,422977,0,0,2233781,1932578,86.5,67.6
UA,Ukraine,Ukraine,2024,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",4,Prepared food and beverages,AGRI,17081,0,0,0,0,0,17081,0,0,0,NA,NA
UA,Ukraine,Ukraine,2024,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,732329,731530,0,509592,221938,0,799,0,731530,221938,30.3,30.3
UA,Ukraine,Ukraine,2024,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,9977509,9977509,9954538,14711,8260,0,0,0,22971,8260,36,99.9
UA,Ukraine,Ukraine,2024,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,275099,275099,56639,209871,8589,0,0,0,218460,8589,3.9,23.7
UA,Ukraine,Ukraine,2024,29,Organic chemicals,6,Chemical products,Non-AGRI,2679760,2652038,902389,953283,796366,0,27722,0,1749649,796366,45.5,64.1
UA,Ukraine,Ukraine,2024,30,Pharmaceutical products,6,Chemical products,Non-AGRI,52883647,52850310,52850310,0,0,0,33338,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,31,Fertilizers,6,Chemical products,Non-AGRI,4349979,4349979,0,2713210,1636769,0,0,0,4349979,1636769,37.6,37.6
UA,Ukraine,Ukraine,2024,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6,Chemical products,Non-AGRI,12078462,12049950,3125751,4958538,3965661,0,28512,0,8924199,3965661,44.4,58.9
UA,Ukraine,Ukraine,2024,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,23953763,23940751,373156,10354824,13212770,0,13013,0,23567595,13212770,56.1,56.7
UA,Ukraine,Ukraine,2024,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",6,Chemical products,Non-AGRI,8660413,8659681,453394,6015221,2191066,0,732,0,8206287,2191066,26.7,30.5
UA,Ukraine,Ukraine,2024,35,Albuminoidal substances; modified starches; glues; enzymes,6,Chemical products,Non-AGRI,1863873,1844753,0,766620,1078132,0,19120,0,1844753,1078132,58.4,58.4
UA,Ukraine,Ukraine,2024,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6,Chemical products,Non-AGRI,36277,32478,0,32478,0,0,3799,0,32478,0,0,0
UA,Ukraine,Ukraine,2024,37,Photographic or cinematographic goods,6,Chemical products,Non-AGRI,244352,244352,0,71558,172794,0,0,0,244352,172794,70.7,70.7
UA,Ukraine,Ukraine,2024,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,30564604,30546035,23240287,3685938,3619811,0,18569,0,7305749,3619811,49.5,87.9
UA,Ukraine,Ukraine,2024,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,16881477,12027285,2334717,4439529,5253039,0,4854192,0,9692568,5253039,54.2,63.1
UA,Ukraine,Ukraine,2024,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,5883124,5578650,3497122,1550274,531253,0,304474,0,2081527,531253,25.5,72.2
UA,Ukraine,Ukraine,2024,41,Raw hides and skins (other than furskins) and leather,8,Leather & hides,Non-AGRI,64022,64022,0,64022,0,0,0,0,64022,0,0,0
UA,Ukraine,Ukraine,2024,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,200499,199924,0,195020,4903,0,576,0,199924,4903,2.5,2.5
UA,Ukraine,Ukraine,2024,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,154933,154639,154639,0,0,0,294,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,45,Cork and articles of cork,9,Wood & wood products,Non-AGRI,2198,2198,0,97,2102,0,0,0,2198,2102,95.6,95.6
UA,Ukraine,Ukraine,2024,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9,Wood & wood products,Non-AGRI,174,174,0,174,0,0,0,0,174,0,0,0
UA,Ukraine,Ukraine,2024,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,2889642,2768796,2768796,0,0,0,120846,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,2769379,2768440,2768440,0,0,0,939,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,486091,6582,6582,0,0,0,479509,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,52,Cotton,11,Textiles & textile articles,Non-AGRI,668874,0,0,0,0,0,668874,0,0,0,NA,NA
UA,Ukraine,Ukraine,2024,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,50085,0,0,0,0,0,50085,0,0,0,NA,NA
UA,Ukraine,Ukraine,2024,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,16827776,138789,89519,33476,15794,0,16688987,0,49270,15794,32.1,75.9
UA,Ukraine,Ukraine,2024,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,717582,136408,136408,0,0,0,581174,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,928111,895541,0,874995,20545,0,32571,0,895541,20545,2.3,2.3
UA,Ukraine,Ukraine,2024,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,739942,739942,0,15665,724276,0,0,0,739942,724276,97.9,97.9
UA,Ukraine,Ukraine,2024,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,221972,136999,0,87810,49189,0,84973,0,136999,49189,35.9,35.9
UA,Ukraine,Ukraine,2024,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,659226,552231,13408,537716,1107,0,106995,0,538823,1107,0.2,2.6
UA,Ukraine,Ukraine,2024,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,128416,19873,0,19325,548,0,108543,0,19873,548,2.8,2.8
UA,Ukraine,Ukraine,2024,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,44159,42280,0,40867,1412,0,1880,0,42280,1412,3.3,3.3
UA,Ukraine,Ukraine,2024,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,1089834,66917,0,56862,10055,0,1022917,0,66917,10055,15,15
UA,Ukraine,Ukraine,2024,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,63284227,63254069,0,63249736,4333,0,30158,0,63254069,4333,0,0
UA,Ukraine,Ukraine,2024,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,43856,38543,0,14839,23704,0,5313,0,38543,23704,61.5,61.5
UA,Ukraine,Ukraine,2024,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,361583,46147,0,16110,30037,0,315436,0,46147,30037,65.1,65.1
UA,Ukraine,Ukraine,2024,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",12,"Footwear, headgear",Non-AGRI,1249,1249,0,759,490,0,0,0,1249,490,39.2,39.2
UA,Ukraine,Ukraine,2024,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",12,"Footwear, headgear",Non-AGRI,121,121,0,4,117,0,0,0,121,117,96.6,96.6
UA,Ukraine,Ukraine,2024,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,2562398,2253141,0,1294649,958491,0,309257,0,2253141,958491,42.5,42.5
UA,Ukraine,Ukraine,2024,69,Ceramic products,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,401746,170071,0,114783,55288,0,231675,0,170071,55288,32.5,32.5
UA,Ukraine,Ukraine,2024,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,1009319,1006735,0,977624,29111,0,2583,0,1006735,29111,2.9,2.9
UA,Ukraine,Ukraine,2024,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,2330,2330,0,2330,0,0,0,0,2330,0,0,0
UA,Ukraine,Ukraine,2024,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,385625,342610,277328,65283,0,0,43015,0,65283,0,0,80.9
UA,Ukraine,Ukraine,2024,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,16096387,15952114,13200330,1827626,924158,0,144273,0,2751784,924158,33.6,88.5
UA,Ukraine,Ukraine,2024,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,493786,493237,493237,0,0,0,550,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,75,Nickel and articles thereof,15,Base metals & articles thereof,Non-AGRI,1164435,265671,265671,0,0,0,898765,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,450572,403224,403224,0,0,0,47348,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,78,Lead and articles thereof,15,Base metals & articles thereof,Non-AGRI,71216,71216,71216,0,0,0,0,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,79,Zinc and articles thereof,15,Base metals & articles thereof,Non-AGRI,10112,2281,2281,0,0,0,7832,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,80,Tin; articles thereof,15,Base metals & articles thereof,Non-AGRI,136736,136736,136736,0,0,0,0,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,81,"Metals; n.e.c., cermets and articles thereof",15,Base metals & articles thereof,Non-AGRI,63466,63466,63466,0,0,0,0,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,1315678,1028022,0,845717,182306,0,287656,0,1028022,182306,17.7,17.7
UA,Ukraine,Ukraine,2024,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,3517461,3181975,0,1324913,1857061,0,335486,0,3181975,1857061,58.4,58.4
UA,Ukraine,Ukraine,2024,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,128897792,125565465,76069888,17427372,32068205,0,3332327,0,49495577,32068205,64.8,86.1
UA,Ukraine,Ukraine,2024,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,67046963,34686501,9668789,17360221,7657491,0,32360462,0,25017712,7657491,30.6,50
UA,Ukraine,Ukraine,2024,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17,Transportation equipment,Non-AGRI,1120753,1120753,0,1120753,0,0,0,0,1120753,0,0,0
UA,Ukraine,Ukraine,2024,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,239600420,229430272,89636954,53425418,49606473,36761427,10170148,0,139793318,86367900,61.8,60.7
UA,Ukraine,Ukraine,2024,88,"Aircraft, spacecraft, and parts thereof",17,Transportation equipment,Non-AGRI,279504,9093,1788,7305,0,0,270411,0,7305,0,0,19.7
UA,Ukraine,Ukraine,2024,89,"Ships, boats and floating structures",17,Transportation equipment,Non-AGRI,23882,23882,0,23882,0,0,0,0,23882,0,0,0
UA,Ukraine,Ukraine,2024,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,58475081,54723403,34729011,10894534,9099859,0,3751678,0,19994392,9099859,45.5,80.1
UA,Ukraine,Ukraine,2024,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,2389,2389,0,2389,0,0,0,0,2389,0,0,0
UA,Ukraine,Ukraine,2024,92,Musical instruments; parts and accessories of such articles,18,"Instruments - measuring, musical",Non-AGRI,1860,1860,0,1860,0,0,0,0,1860,0,0,0
UA,Ukraine,Ukraine,2024,93,Arms and ammunition; parts and accessories thereof,19,Arms & ammunition,Non-AGRI,195220,172295,0,130391,41904,0,22924,0,172295,41904,24.3,24.3
UA,Ukraine,Ukraine,2024,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,1604016,1557571,690225,686839,180507,0,46445,0,867346,180507,20.8,55.9
UA,Ukraine,Ukraine,2024,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,619608,619608,499833,69977,49798,0,0,0,119775,49798,41.6,88.7
UA,Ukraine,Ukraine,2024,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,1083876,1046340,10181,280900,755259,0,37536,0,1036159,755259,72.9,73.2
UA,Ukraine,Ukraine,2024,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,111751,50290,50290,0,0,0,61461,0,0,0,NA,100
UA,Ukraine,Ukraine,2024,99,Commodities not specified according to kind,99,Special combined codes,Non-AGRI,48986961,8348215,0,0,0,0,40638746,8348215,0,0,NA,NA
XK,Kosovo,Kosovo,2024,02,Meat and edible meat offal,1,Animals & animal products,AGRI,4513992,4513992,0,54210,4459782,0,0,0,4513992,4459782,98.8,98.8
XK,Kosovo,Kosovo,2024,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,Animals & animal products,AGRI,4321,4321,0,4321,0,0,0,0,4321,0,0,0
XK,Kosovo,Kosovo,2024,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,693,693,0,693,0,0,0,0,693,0,0,0
XK,Kosovo,Kosovo,2024,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,105,105,0,105,0,0,0,0,105,0,0,0
XK,Kosovo,Kosovo,2024,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,950,950,0,950,0,0,0,0,950,0,0,0
XK,Kosovo,Kosovo,2024,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,28566,28566,0,28456,110,0,0,0,28566,110,0.4,0.4
XK,Kosovo,Kosovo,2024,10,Cereals,2,Vegetable products,AGRI,155,155,0,155,0,0,0,0,155,0,0,0
XK,Kosovo,Kosovo,2024,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,7737,7737,0,7478,260,0,0,0,7737,260,3.4,3.4
XK,Kosovo,Kosovo,2024,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,1602,1602,0,0,1602,0,0,0,1602,1602,100,100
XK,Kosovo,Kosovo,2024,13,"Lac; gums, resins and other vegetable saps and extracts",2,Vegetable products,AGRI,3553,3553,0,2727,826,0,0,0,3553,826,23.3,23.3
XK,Kosovo,Kosovo,2024,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",3,Fats and oil,AGRI,49900,49900,0,0,49900,0,0,0,49900,49900,100,100
XK,Kosovo,Kosovo,2024,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,867222,867222,0,254981,612241,0,0,0,867222,612241,70.6,70.6
XK,Kosovo,Kosovo,2024,18,Cocoa and cocoa preparations,4,Prepared food and beverages,AGRI,47667,47667,0,42716,4951,0,0,0,47667,4951,10.4,10.4
XK,Kosovo,Kosovo,2024,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4,Prepared food and beverages,AGRI,199408,199408,0,144654,54754,0,0,0,199408,54754,27.5,27.5
XK,Kosovo,Kosovo,2024,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,21238,21238,0,20850,387,0,0,0,21238,387,1.8,1.8
XK,Kosovo,Kosovo,2024,21,Miscellaneous edible preparations,4,Prepared food and beverages,AGRI,2645664,2645664,4174,1633918,1007573,0,0,0,2641491,1007573,38.1,38.2
XK,Kosovo,Kosovo,2024,22,"Beverages, spirits and vinegar",4,Prepared food and beverages,AGRI,1161588,1161588,0,1150541,1277,9769,0,0,1161588,11047,1,0.1
XK,Kosovo,Kosovo,2024,23,"Food industries, residues and wastes thereof; prepared animal fodder",4,Prepared food and beverages,AGRI,7823,7823,0,4403,3420,0,0,0,7823,3420,43.7,43.7
XK,Kosovo,Kosovo,2024,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",4,Prepared food and beverages,AGRI,1475,1475,0,1475,0,0,0,0,1475,0,0,0
XK,Kosovo,Kosovo,2024,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,14489,14489,0,6717,7772,0,0,0,14489,7772,53.6,53.6
XK,Kosovo,Kosovo,2024,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,8187,8187,8187,0,0,0,0,0,0,0,NA,100
XK,Kosovo,Kosovo,2024,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,5889,5889,12,2578,3298,0,0,0,5877,3298,56.1,56.2
