partner_iso,partner_name,agreement,year,hs2,hs2_description,hs_section,hs_section_description,agri_flag,total_imports,total_imports_excl_special_processing,mfn_zero_imports,mfn_non_zero_imports,gsp_zero_imports,gsp_non_zero_imports,fta_zero_imports,fta_non_zero_imports,special_processing_imports,unknown_imports,pref_eligible_imports,pref_usage_imports,pur_percent,tariff_free_percent
AD,Andorra,EU-TCA,2021,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,42288,42288,11196,31092,0,0,0,0,0,0,31092,0,0,26.5
AD,Andorra,EU-TCA,2021,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,4436,4436,0,4436,0,0,0,0,0,0,4436,0,0,0
AD,Andorra,EU-TCA,2021,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,1566,1566,0,1566,0,0,0,0,0,0,1566,0,0,0
AD,Andorra,EU-TCA,2021,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,51809,51809,51809,0,0,0,0,0,0,0,0,0,NA,100
AD,Andorra,EU-TCA,2021,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,1178,1178,0,1178,0,0,0,0,0,0,1178,0,0,0
AD,Andorra,EU-TCA,2021,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,74647,0,0,0,0,0,0,0,74647,0,0,0,NA,NA
AD,Andorra,EU-TCA,2021,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,52407,52407,52407,0,0,0,0,0,0,0,0,0,NA,100
AD,Andorra,EU-TCA,2021,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,6927,3778,3778,0,0,0,0,0,3149,0,0,0,NA,100
AD,Andorra,EU-TCA,2021,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,3147309,3147309,3126333,20976,0,0,0,0,0,0,20976,0,0,99.3
AD,Andorra,EU-TCA,2021,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,417048,417048,350667,63089,0,0,3292,0,0,0,66381,3292,5,84.9
AD,Andorra,EU-TCA,2021,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,189150,189150,143118,46032,0,0,0,0,0,0,46032,0,0,75.7
AD,Andorra,EU-TCA,2021,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,4486,4486,0,4486,0,0,0,0,0,0,4486,0,0,0
AD,Andorra,EU-TCA,2021,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,14583,14583,14583,0,0,0,0,0,0,0,0,0,NA,100
AD,Andorra,EU-TCA,2021,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,969,969,969,0,0,0,0,0,0,0,0,0,NA,100
AD,Andorra,EU-TCA,2021,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,210631,210631,210631,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,01,Animals; live,1,Animals & animal products,AGRI,3759171,3759171,3642671,116500,0,0,0,0,0,0,0,0,NA,96.9
AE,United Arab Emirates,No FTA,2021,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,1587,1587,0,1587,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,05,Animal originated products; not elsewhere specified or included,1,Animals & animal products,AGRI,1300,1300,1300,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,3317022,3317022,3168815,148207,0,0,0,0,0,0,0,0,NA,95.5
AE,United Arab Emirates,No FTA,2021,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,4004735,4004735,270561,3734174,0,0,0,0,0,0,0,0,NA,6.8
AE,United Arab Emirates,No FTA,2021,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,1596385,1596385,1557262,39123,0,0,0,0,0,0,0,0,NA,97.5
AE,United Arab Emirates,No FTA,2021,10,Cereals,2,Vegetable products,AGRI,957187,957187,0,957187,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,428,428,0,428,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,296952,296952,296952,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,13,"Lac; gums, resins and other vegetable saps and extracts",2,Vegetable products,AGRI,31763,31763,31763,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2,Vegetable products,AGRI,3401,3401,3401,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",3,Fats and oil,AGRI,2655002,2655002,0,2655002,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,274394,274394,0,274394,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,18,Cocoa and cocoa preparations,4,Prepared food and beverages,AGRI,99428,99428,0,99428,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4,Prepared food and beverages,AGRI,905311,905311,0,905311,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,555528,536338,5456,530882,0,0,0,0,19190,0,0,0,NA,1
AE,United Arab Emirates,No FTA,2021,21,Miscellaneous edible preparations,4,Prepared food and beverages,AGRI,2318790,1451394,234176,1217218,0,0,0,0,867396,0,0,0,NA,16.1
AE,United Arab Emirates,No FTA,2021,22,"Beverages, spirits and vinegar",4,Prepared food and beverages,AGRI,891469,873951,473556,400395,0,0,0,0,17518,0,0,0,NA,54.2
AE,United Arab Emirates,No FTA,2021,23,"Food industries, residues and wastes thereof; prepared animal fodder",4,Prepared food and beverages,AGRI,3056,3056,0,3056,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",4,Prepared food and beverages,AGRI,66103,66103,0,66103,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,290254,290254,290254,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,26,"Ores, slag and ash",5,Mineral products,Non-AGRI,1767,1767,1767,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,710028703,658382872,656567453,1815419,0,0,0,0,51645831,0,0,0,NA,99.7
AE,United Arab Emirates,No FTA,2021,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,1287568,1287568,1188917,98651,0,0,0,0,0,0,0,0,NA,92.3
AE,United Arab Emirates,No FTA,2021,29,Organic chemicals,6,Chemical products,Non-AGRI,722458,722458,608472,113986,0,0,0,0,0,0,0,0,NA,84.2
AE,United Arab Emirates,No FTA,2021,30,Pharmaceutical products,6,Chemical products,Non-AGRI,487243,487243,487243,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6,Chemical products,Non-AGRI,1076033,1076033,0,1076033,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,15849581,15849581,14099477,1750104,0,0,0,0,0,0,0,0,NA,89
AE,United Arab Emirates,No FTA,2021,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",6,Chemical products,Non-AGRI,825071,825071,584685,240386,0,0,0,0,0,0,0,0,NA,70.9
AE,United Arab Emirates,No FTA,2021,35,Albuminoidal substances; modified starches; glues; enzymes,6,Chemical products,Non-AGRI,100987,100987,13733,87254,0,0,0,0,0,0,0,0,NA,13.6
AE,United Arab Emirates,No FTA,2021,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6,Chemical products,Non-AGRI,48307,48307,48307,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,37,Photographic or cinematographic goods,6,Chemical products,Non-AGRI,131957,131957,131957,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,2318644,2318644,2155504,163140,0,0,0,0,0,0,0,0,NA,93
AE,United Arab Emirates,No FTA,2021,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,23894807,23888288,3553299,20114138,0,0,0,0,6519,220851,0,0,NA,15
AE,United Arab Emirates,No FTA,2021,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,3033604,3029730,278221,2751509,0,0,0,0,3874,0,0,0,NA,9.2
AE,United Arab Emirates,No FTA,2021,41,Raw hides and skins (other than furskins) and leather,8,Leather & hides,Non-AGRI,23324,23324,23324,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,607844,496360,0,496360,0,0,0,0,111484,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,2580120,2580120,2555235,24885,0,0,0,0,0,0,0,0,NA,99
AE,United Arab Emirates,No FTA,2021,45,Cork and articles of cork,9,Wood & wood products,Non-AGRI,15882,15882,15882,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9,Wood & wood products,Non-AGRI,6113,6113,0,6113,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,27533716,27531362,27531362,0,0,0,0,0,2354,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,15204864,15204864,15204864,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,50,Silk,11,Textiles & textile articles,Non-AGRI,9798,9798,2080,7718,0,0,0,0,0,0,0,0,NA,21.2
AE,United Arab Emirates,No FTA,2021,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,255048,255048,253358,1690,0,0,0,0,0,0,0,0,NA,99.3
AE,United Arab Emirates,No FTA,2021,52,Cotton,11,Textiles & textile articles,Non-AGRI,37120,31079,1397,29682,0,0,0,0,6041,0,0,0,NA,4.5
AE,United Arab Emirates,No FTA,2021,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,10178,10178,10178,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,2126051,2126051,1452564,673487,0,0,0,0,0,0,0,0,NA,68.3
AE,United Arab Emirates,No FTA,2021,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,89614,89614,0,89614,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,674571,674571,196396,478175,0,0,0,0,0,0,0,0,NA,29.1
AE,United Arab Emirates,No FTA,2021,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,54362,54362,0,54362,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,15903,15903,0,15903,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,14707,14707,0,14707,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,3334797,3189467,0,3189467,0,0,0,0,145330,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,6903972,6903972,0,6903972,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,2982978,2958340,590727,2367613,0,0,0,0,24638,0,0,0,NA,20
AE,United Arab Emirates,No FTA,2021,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,495062,495062,0,495062,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,383757,383757,1250,382507,0,0,0,0,0,0,0,0,NA,0.3
AE,United Arab Emirates,No FTA,2021,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",12,"Footwear, headgear",Non-AGRI,1206,1206,0,1206,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",12,"Footwear, headgear",Non-AGRI,80248,80248,0,80248,0,0,0,0,0,0,0,0,NA,0
AE,United Arab Emirates,No FTA,2021,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,1004633,1004633,1004633,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,69,Ceramic products,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,24350063,24350063,245353,24104710,0,0,0,0,0,0,0,0,NA,1
AE,United Arab Emirates,No FTA,2021,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,12790201,12790201,12501178,289023,0,0,0,0,0,0,0,0,NA,97.7
AE,United Arab Emirates,No FTA,2021,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,239924200,159210904,68252334,90958570,0,0,0,0,80713296,0,0,0,NA,42.9
AE,United Arab Emirates,No FTA,2021,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,15875219,15875219,15875219,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,154250298,154226256,153590133,636123,0,0,0,0,24042,0,0,0,NA,99.6
AE,United Arab Emirates,No FTA,2021,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,1483791,1483791,1483791,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,75,Nickel and articles thereof,15,Base metals & articles thereof,Non-AGRI,658914,658914,658914,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,98136477,37035935,6998437,30037498,0,0,0,0,61100542,0,0,0,NA,18.9
AE,United Arab Emirates,No FTA,2021,78,Lead and articles thereof,15,Base metals & articles thereof,Non-AGRI,865518,865518,865518,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,79,Zinc and articles thereof,15,Base metals & articles thereof,Non-AGRI,21308,21308,21308,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,81,"Metals; n.e.c., cermets and articles thereof",15,Base metals & articles thereof,Non-AGRI,107224,107224,95598,11626,0,0,0,0,0,0,0,0,NA,89.2
AE,United Arab Emirates,No FTA,2021,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,417851,417851,236624,181227,0,0,0,0,0,0,0,0,NA,56.6
AE,United Arab Emirates,No FTA,2021,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,6641835,6554713,6520444,34269,0,0,0,0,87122,0,0,0,NA,99.5
AE,United Arab Emirates,No FTA,2021,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,24684120,21946837,19289731,2657106,0,0,0,0,2737283,0,0,0,NA,87.9
AE,United Arab Emirates,No FTA,2021,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,130065190,129128857,100946283,28182574,0,0,0,0,936333,0,0,0,NA,78.2
AE,United Arab Emirates,No FTA,2021,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17,Transportation equipment,Non-AGRI,269732,269732,269732,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,11434573,11255837,573746,10682091,0,0,0,0,178736,0,0,0,NA,5.1
AE,United Arab Emirates,No FTA,2021,88,"Aircraft, spacecraft, and parts thereof",17,Transportation equipment,Non-AGRI,709490,292948,286127,6821,0,0,0,0,416542,0,0,0,NA,97.7
AE,United Arab Emirates,No FTA,2021,89,"Ships, boats and floating structures",17,Transportation equipment,Non-AGRI,1680806,1680806,1680806,0,0,0,0,0,0,0,0,0,NA,100
AE,United Arab Emirates,No FTA,2021,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,3698999,1980342,1900311,80031,0,0,0,0,1718657,0,0,0,NA,96
AE,United Arab Emirates,No FTA,2021,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,8255464,1387151,15356,1371795,0,0,0,0,6868313,0,0,0,NA,1.1
AE,United Arab Emirates,No FTA,2021,92,Musical instruments; parts and accessories of such articles,18,"Instruments - measuring, musical",Non-AGRI,19604,19604,3000,16604,0,0,0,0,0,0,0,0,NA,15.3
AE,United Arab Emirates,No FTA,2021,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,30725314,29779328,25042004,4737324,0,0,0,0,945986,0,0,0,NA,84.1
AE,United Arab Emirates,No FTA,2021,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,2113265,2111252,1784660,326592,0,0,0,0,2013,0,0,0,NA,84.5
AE,United Arab Emirates,No FTA,2021,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,464842,464842,250864,213978,0,0,0,0,0,0,0,0,NA,54
AE,United Arab Emirates,No FTA,2021,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,1442001,1427001,1427001,0,0,0,0,0,15000,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,18578,18578,18578,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,2960963,2960963,8035,71368,2881560,0,0,0,0,0,2952928,2881560,97.6,97.6
AF,Afghanistan,No FTA,2021,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,150289,150289,150289,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,7840,7840,7840,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2,Vegetable products,AGRI,7989,7989,7989,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,18005,18005,0,0,18005,0,0,0,0,0,18005,18005,100,100
AF,Afghanistan,No FTA,2021,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,29139,29139,0,0,29139,0,0,0,0,0,29139,29139,100,100
AF,Afghanistan,No FTA,2021,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,12796,12796,0,12796,0,0,0,0,0,0,12796,0,0,0
AF,Afghanistan,No FTA,2021,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,961,961,961,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,4055,4055,4055,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,34947,34947,0,32380,0,0,0,0,0,2567,32380,0,0,0
AF,Afghanistan,No FTA,2021,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,10006,10006,0,10006,0,0,0,0,0,0,10006,0,0,0
AF,Afghanistan,No FTA,2021,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,9488,9488,0,9488,0,0,0,0,0,0,9488,0,0,0
AF,Afghanistan,No FTA,2021,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,1124,1124,1124,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,13399,13399,13399,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,1061,1061,1061,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,328,328,328,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,129524,129524,70896,24424,34204,0,0,0,0,0,58628,34204,58.3,81.1
AF,Afghanistan,No FTA,2021,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,7894,7894,0,6907,987,0,0,0,0,0,7894,987,12.5,12.5
AF,Afghanistan,No FTA,2021,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,56629,56629,0,49041,7588,0,0,0,0,0,56629,7588,13.4,13.4
AF,Afghanistan,No FTA,2021,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,35321,35321,0,29360,5961,0,0,0,0,0,35321,5961,16.9,16.9
AF,Afghanistan,No FTA,2021,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,2227,2227,0,2227,0,0,0,0,0,0,2227,0,0,0
AF,Afghanistan,No FTA,2021,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,1676,1676,0,1676,0,0,0,0,0,0,1676,0,0,0
AF,Afghanistan,No FTA,2021,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,2822,2822,0,0,2822,0,0,0,0,0,2822,2822,100,100
AF,Afghanistan,No FTA,2021,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,25717,25717,0,23334,2383,0,0,0,0,0,25717,2383,9.3,9.3
AF,Afghanistan,No FTA,2021,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,3160,3160,3160,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,6987,6987,0,6987,0,0,0,0,0,0,6987,0,0,0
AF,Afghanistan,No FTA,2021,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,41814,41814,39381,2433,0,0,0,0,0,0,2433,0,0,94.2
AF,Afghanistan,No FTA,2021,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,103510,87404,79987,7417,0,0,0,0,16106,0,7417,0,0,91.5
AF,Afghanistan,No FTA,2021,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,97685,97685,78315,19370,0,0,0,0,0,0,19370,0,0,80.2
AF,Afghanistan,No FTA,2021,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,150000,150000,0,150000,0,0,0,0,0,0,150000,0,0,0
AF,Afghanistan,No FTA,2021,88,"Aircraft, spacecraft, and parts thereof",17,Transportation equipment,Non-AGRI,903,903,903,0,0,0,0,0,0,0,0,0,NA,100
AF,Afghanistan,No FTA,2021,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,9352,9352,7973,1379,0,0,0,0,0,0,1379,0,0,85.3
AF,Afghanistan,No FTA,2021,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,34492,32406,30905,1501,0,0,0,0,2086,0,1501,0,0,95.4
